day(d),DNI(kWh/m2/day),Tamb(°C),mdotDemand(kg/s/day),Tdemand(°C),mdotSF(kg/s/day),TSF(°C),mdotAux(kg/s/day),qBoiler(MWh/day),qAbs(kWh/m2/day),Mstor(t),Tstor(°C),mdotStToBoiler(kg/s/day),mdotSFToBoiler(kg/s/day),mdotSFToSt(kg/s/day) 
275,7.10169,22.9317,999,350,852.142,273.043,137.738,130.188,4.24622,33.0698,297.398,22.2615,839,13.1419
276,6.01028,22.4546,999,350,787.118,251.855,199.858,166.405,3.57901,10.5672,211.618,13.1419,786,1.11751
277,6.85271,21.425,999,350,842.405,264.68,158.882,143.889,4.06348,5.77762,189.03,1.11751,839,3.40474
278,7.75275,18.8888,999,350,873.239,284.429,156.595,126.149,4.58994,51.3965,320.732,3.40474,839,34.2389
279,7.67712,19.9579,999,350,873.56,279.873,125.761,120.803,4.50385,70.4576,323.643,34.2389,839,34.56
280,4.43639,20.5004,999,350,839,184.997,125.44,213.296,2.55809,20.736,309.668,34.56,839,0
281,3.47792,20.4063,999,350,851.514,157.962,160,253.828,2.09799,18.771,299.587,0,839,12.514
282,3.13538,19.2512,999,350,599.857,186.722,437.486,276.774,1.85965,80.6916,327.886,12.514,549,50.8569
283,5.13335,20.3333,999,350,760,221.012,188.143,187.572,2.88516,31.3927,321.719,50.8569,760,0
284,5.15458,17.7096,999,350,767.731,229.362,260,204.741,3.0698,43.0968,326.286,0,739,28.7312
285,1.57907,17.4758,999,350,663,105.661,307.269,307.007,0.869387,17.2387,301.795,28.7312,663,0
286,5.8381,16.9712,999,350,848.761,227.944,160,181.916,3.33396,14.6411,286.8,0,839,9.76075
287,0.92389,18.8346,999,350,452,98.6311,537.239,331.412,0.575962,5.85645,228.257,9.76075,452,0
288,6.07082,20.1854,999,350,840.508,234.383,160,174.212,3.46893,2.03532,143.319,0,839,1.50764
289,7.0483,20.2083,999,350,854.071,253.882,158.492,156.141,3.88281,22.8167,296.056,1.50764,839,15.0709
290,5.77368,21.0796,999,350,851.776,213.076,144.929,193.94,3.09134,27.9499,289.038,15.0709,839,12.7759
291,6.01164,22.84,999,350,841.36,224.427,147.224,181.534,3.24451,11.2052,229.578,12.7759,839,2.35979
292,5.70216,23.6608,999,350,839,212.991,157.64,195.51,3.06708,1.41588,79.7528,2.35979,839,0
293,6.06576,22.3458,999,350,839,224.333,160,184.122,3.26535,0,22.3458,0,839,0
294,6.27288,24.1246,999,350,847.642,227.969,160,181.727,3.33918,12.9624,281.826,0,839,8.6416
295,6.07649,20.7312,999,350,809.929,227.98,201.358,192.659,3.17659,35.3466,302.89,8.6416,789,20.9287
296,6.53737,19.6142,999,350,846.425,234.293,139.071,169.503,3.46746,23.6944,279.345,20.9287,839,7.42476
297,6.21752,19.0063,999,350,843.496,223.71,152.575,184.283,3.25369,11.1982,221.37,7.42476,839,4.49555
298,5.07533,19.8687,999,350,859.425,187.72,155.504,224.585,2.62391,31.3701,301.127,4.49555,839,20.4253
299,6.30476,18.9963,999,350,848.98,221.777,139.575,182.778,3.24386,26.7214,286.007,20.4253,839,9.98044
300,5.73782,19.9696,999,350,839,205.803,150.02,200.846,2.91046,5.98827,231.394,9.98044,839,0
301,6.10023,20.2271,999,350,844.363,214.51,160,194.884,3.08524,8.04384,248.593,0,839,5.36256
302,6.3526,20.9913,999,350,843.803,221.742,154.637,186.881,3.21286,10.4219,217.424,5.36256,839,4.80289
303,5.82612,19.8546,999,350,789,214.48,205.197,203.454,2.90687,2.88174,154.164,4.80289,789,0
304,2.40022,14.0592,999,350,719,121.555,280,297.903,1.21266,0,14.0592,0,719,0
305,6.59193,15.8608,999,350,806.158,229.295,210,192.368,3.22384,24.8829,310.292,0,789,17.1583
306,2.37945,17.155,999,350,709,129.351,272.842,287.827,1.27394,10.295,273.303,17.1583,709,0
307,0.15458,19.5054,999,350,159,67.3915,840,356.322,0.0880428,0,19.5054,0,159,0
308,0.21666,18.9917,999,350,132,84.6609,867,354.15,0.118549,0,18.9917,0,132,0
309,2.326,14.2042,999,350,710,120.5,289,299.574,1.12423,0,14.2042,0,710,0
310,0.18309,13.9642,999,350,133,68.0016,866,356.767,0.0862691,0,13.9642,0,133,0
311,0.2537,16.6462,999,350,296,65.301,703,354.205,0.14564,0,16.6462,0,296,0
312,0.07834,17.2971,999,350,132,57.6387,867,358.43,0.0446458,0,17.2971,0,132,0
313,2.15472,15.2533,999,350,549,129.526,450,307.248,1.03852,0,15.2533,0,549,0
314,3.62357,13.9646,999,350,722.749,152.336,280,272.234,1.70428,5.06143,224.898,0,719,3.74921
315,4.90435,12.2925,999,350,649,195.344,346.251,246.199,2.11409,2.24952,132.114,3.74921,649,0
316,6.39117,13.7167,999,350,720.105,230.847,280,203.763,2.89962,1.65702,104.274,0,719,1.10468
317,6.12381,13.41,999,350,719,221.651,278.895,211.585,2.77733,0.662807,22.9598,1.10468,719,0
318,5.81068,13.1867,999,350,719,209.925,280,221.657,2.57273,0,13.1867,0,719,0
319,5.57284,16.0321,999,350,719,203.506,280,227.195,2.47712,0,16.0321,0,719,0
320,5.78945,16.3029,999,350,719,208.577,280,222.82,2.57518,0,16.3029,0,719,0
321,4.193,14.7246,999,350,587,187.016,412,263.126,1.84176,0,14.7246,0,587,0
322,5.77157,14.8367,999,350,654.166,212.966,350,233.572,2.40184,7.74924,243.652,0,649,5.16616
323,5.95156,13.8192,999,350,719,209.758,274.834,221.286,2.57522,3.0997,158.341,5.16616,719,0
324,3.59182,13.7396,999,350,719,147.872,280,275.196,1.56559,0,13.7396,0,719,0
325,0.57573,13.8629,999,350,592,65.2407,407,348.813,0.24982,0,13.8629,0,592,0
326,4.07428,14.775,999,350,719,152.28,280,271.392,1.64176,0,14.775,0,719,0
327,4.62919,13.8879,999,350,719,166.203,280,259.38,1.84381,0,13.8879,0,719,0
328,1.77772,15.1512,999,350,719,93.9629,280,321.709,0.764742,0,15.1512,0,719,0
329,1.87047,16.3383,999,350,372,138.147,627,320.291,0.810366,0,16.3383,0,372,0
330,0.43612,14.3179,999,350,592,60.4317,407,352.229,0.194743,0,14.3179,0,592,0
331,5.1627,9.79291,999,350,640,189.757,359,252.306,1.98307,0,9.79291,0,640,0
332,5.91493,9.19208,999,350,719,198.133,280,231.83,2.39748,0,9.19208,0,719,0
333,5.83147,8.91334,999,350,719,194.349,280,235.095,2.33287,0,8.91334,0,719,0
334,6.6119,9.49666,999,350,719,216.31,280,216.147,2.70027,0,9.49666,0,719,0
335,6.5429,9.93958,999,350,719,213.08,280,218.935,2.64818,0,9.93958,0,719,0
336,6.54879,11.3754,999,350,719,212.435,280,219.491,2.638,0,11.3754,0,719,0
337,6.48758,11.9571,999,350,719,209.597,280,221.94,2.58724,0,11.9571,0,719,0
338,6.41556,12.2188,999,350,719,207.039,280,224.147,2.54954,0,12.2188,0,719,0
339,6.19109,11.24,999,350,719,200.234,280,230.018,2.4387,0,11.24,0,719,0
340,6.19308,10.2575,999,350,719,199.389,280,230.747,2.4245,0,10.2575,0,719,0
341,6.20001,8.54291,999,350,719,198.421,280,231.582,2.41158,0,8.54291,0,719,0
342,6.31702,10.3042,999,350,719,200.449,280,229.833,2.44219,0,10.3042,0,719,0
343,5.66656,12.4771,999,350,719,185.316,280,242.889,2.18987,0,12.4771,0,719,0
344,3.77411,13.4633,999,350,719,138.682,280,283.125,1.42244,0,13.4633,0,719,0
345,4.73001,12.4454,999,350,719,154.388,280,269.574,1.69141,0,12.4454,0,719,0
346,2.48344,12.7475,999,350,619,108.934,380,315.864,0.874663,0,12.7475,0,619,0
347,6.31423,13.7962,999,350,719,196.526,280,233.217,2.3793,0,13.7962,0,719,0
348,6.26233,12.5063,999,350,719,194.455,280,235.005,2.34715,0,12.5063,0,719,0
349,6.157,12.7162,999,350,719,189.045,280,239.672,2.24211,0,12.7162,0,719,0
350,0.17613,12.5671,999,350,150,59.7521,849,357.885,0.0610649,0,12.5671,0,150,0
351,2.88456,12.9475,999,350,619,122.644,380,305.68,1.08459,0,12.9475,0,619,0
352,0.49056,12.1646,999,350,369,68.9461,630,351.251,0.199091,0,12.1646,0,369,0
353,7.28187,9.11125,999,350,719,214.471,280,217.735,2.6668,0,9.11125,0,719,0
354,6.7962,9.5425,999,350,719,202.766,280,227.834,2.47587,0,9.5425,0,719,0
355,6.72892,9.20792,999,350,719,201.03,280,229.331,2.44955,0,9.20792,0,719,0
356,6.57207,9.34208,999,350,719,196.713,280,233.056,2.38097,0,9.34208,0,719,0
357,0.55039,11.8938,999,350,443,63.6668,556,352.375,0.170345,0,11.8938,0,443,0
358,0.73615,12.9821,999,350,396,85.9392,603,342.562,0.379029,0,12.9821,0,396,0
359,5.60174,11.36,999,350,719,171.725,280,254.616,1.94855,0,11.36,0,719,0
360,0.15654,12.6896,999,350,392,52.0506,607,358.675,0.0641736,0,12.6896,0,392,0
361,5.29908,11.3088,999,350,719,167.877,280,257.936,1.91347,0,11.3088,0,719,0
362,6.29785,7.55292,999,350,719,188.44,280,240.194,2.24423,0,7.55292,0,719,0
363,5.33994,7.30542,999,350,719,165.143,280,260.294,1.86657,0,7.30542,0,719,0
364,5.39904,8.41166,999,350,719,165.693,280,259.821,1.86639,0,8.41166,0,719,0
