day(d),DNI(kWh/m2/day),Tamb(°C),mdotDemand(kg/s/day),Tdemand(°C),mdotSF(kg/s/day),TSF(°C),mdotAux(kg/s/day),qBoiler(MWh/day),qAbs(kWh/m2/day),Mstor(t),Tstor(°C),mdotStToBoiler(kg/s/day),mdotSFToBoiler(kg/s/day),mdotSFToSt(kg/s/day) 
273,4.4366,24.0483,999,350,999.804,176.823,0,191.846,2.76569,451.97,193.905,336.83,662.17,337.634
274,7.24028,23.3971,999,350,981.658,251.684,4.12793,135.927,4.32652,377.394,206.155,200.225,794.647,187.011
275,7.10169,22.9317,999,350,995.384,245.323,0,125.83,4.24622,368.565,226.631,187.196,811.804,183.58
276,6.01028,22.4546,999,350,1013.54,212.132,0,160.706,3.57901,447.79,202.311,258.183,740.817,272.724
277,6.85271,21.425,999,350,994.457,237.025,0,142.421,4.06348,379.841,202.719,203.789,795.211,199.246
278,7.75275,18.8888,999,350,1008.26,258.279,0,119.953,4.58994,411.448,233.909,182.521,816.479,191.778
279,7.67712,19.9579,999,350,1009.33,254.478,0,112.822,4.50385,407.692,238.98,200.692,798.308,211.021
280,4.43639,20.5004,999,350,984.506,168.655,10.1072,203.451,2.55809,462.749,183.952,255.961,732.931,251.575
281,3.47792,20.4063,999,350,994.007,145.346,8.9264,251.262,2.09799,411.013,163.616,285.039,705.035,288.972
282,3.13538,19.2512,999,350,835.684,151.784,151.081,261.812,1.85965,481.266,172.651,419.335,428.584,407.1
283,5.13335,20.3333,999,350,885.479,201.241,0,183.357,2.88516,394.579,202.232,323.995,675.005,210.474
284,5.15458,17.7096,999,350,1046.62,185.583,78.0841,207.946,3.0698,343.231,188.331,248.813,672.103,374.52
285,1.57907,17.4758,999,350,736.142,100.509,75.2361,287.688,0.869387,281.226,137.788,522.542,401.222,334.92
286,5.8381,16.9712,999,350,1035.29,198.47,146.773,202.384,3.33396,317.005,182.825,111.394,740.833,294.458
287,0.92389,18.8346,999,350,484.726,98.2157,443.583,312.134,0.575962,281.771,132.144,266.711,288.707,196.019
288,6.07082,20.1854,999,350,1025.95,205.895,38.7407,195.258,3.46893,399.571,183.055,184.455,775.804,250.145
289,7.0483,20.2083,999,350,1007.97,226.928,0,151.406,3.88281,428.255,208.509,201.426,797.574,210.392
290,5.77368,21.0796,999,350,940.052,201.409,43.4712,187.42,3.09134,414.246,208.099,220.178,735.351,204.701
291,6.01164,22.84,999,350,986.741,201.773,0,178.527,3.24451,472.509,199.618,206.825,792.175,194.566
292,5.70216,23.6608,999,350,970.377,194.906,50.7063,194.291,3.06708,463.013,191.096,180.327,767.967,202.41
293,6.06576,22.3458,999,350,1000.24,200.374,0,180.262,3.26535,451.476,186.013,196.244,802.756,197.48
294,6.27288,24.1246,999,350,974.486,207.862,0,174.514,3.33918,401.157,193.385,193.738,805.262,169.224
295,6.07649,20.7312,999,350,923.588,209.262,0,174.013,3.17659,308.696,205.408,259.343,739.657,183.93
296,6.53737,19.6142,999,350,1030.94,205.08,71.9014,187.018,3.46746,376.765,201.894,106.654,820.445,210.492
297,6.21752,19.0063,999,350,1000.33,199.686,0,175.879,3.25369,421.829,188.492,209.646,789.354,210.973
298,5.07533,19.8687,999,350,961.873,175.454,23.7436,220.63,2.62391,409.065,190.964,219.446,755.81,206.063
299,6.30476,18.9963,999,350,1005.34,198.679,6.29228,183.003,3.24386,424.821,198.266,199.193,793.515,211.823
300,5.73782,19.9696,999,350,972.011,187.925,9.57548,191.163,2.91046,430.899,178.674,220.122,769.302,202.709
301,6.10023,20.2271,999,350,1014.18,190.218,2.97561,195.303,3.08524,409.442,175.383,199.547,796.478,217.698
302,6.3526,20.9913,999,350,988.506,199.809,0.660527,186.013,3.21286,429.934,187.027,220.731,777.608,210.897
303,5.82612,19.8546,999,350,937.749,192.513,19.6668,190.754,2.90687,410.608,181.266,266.92,712.413,225.336
304,2.40022,14.0592,999,350,824.44,115.885,166.206,286.57,1.21266,309.979,137.554,311.888,520.905,303.535
305,6.59193,15.8608,999,350,967.374,203.655,35.9906,197.038,3.22384,323.424,184.105,203.14,759.869,207.504
306,2.37945,17.155,999,350,677.394,134.539,189.177,266.876,1.27394,174.613,177.704,333.201,476.622,200.773
307,0.15458,19.5054,999,350,58.0905,92.8571,940.908,356.653,0.0880428,0.000698455,18.9493,0.00116406,58.0905,2.13163e-14
308,0.21666,18.9917,999,350,98.6241,92.8571,900.376,354.636,0.118549,5.97075,92.1411,39.8047,58.8194,39.8047
309,2.326,14.2042,999,350,711.262,120.943,287.739,299.538,1.12423,138.182,120.107,224.421,486.84,224.422
310,0.18309,13.9642,999,350,36.2452,92.8571,962.754,357.776,0.0862691,0.000552732,11.5779,0.000921198,36.2452,7.10543e-15
311,0.2537,16.6462,999,350,99.9411,92.8571,899.059,354.571,0.14564,4.3553,91.8206,29.0349,70.9062,29.0349
312,0.07834,17.2971,999,350,4.91689,92.8571,994.083,359.387,0.0446458,1.74213e-05,17.2971,2.90348e-05,4.91689,2.13163e-14
313,2.15472,15.2533,999,350,716.598,115,417.004,317.291,1.03852,214.79,127.632,142.268,439.728,276.87
314,3.62357,13.9646,999,350,842.848,142.372,159.674,271.817,1.70428,333.204,148.851,294.849,544.477,298.372
315,4.90435,12.2925,999,350,802.696,171.423,175.89,244.249,2.11409,333.085,168.321,219.22,603.89,198.806
316,6.39117,13.7167,999,350,922.943,194.832,95.3257,204.438,2.89962,330.593,179.356,214.382,689.292,233.651
317,6.12381,13.41,999,350,912.859,190.012,76.7903,204.801,2.77733,314.04,173.703,261.269,660.94,251.918
318,5.81068,13.1867,999,350,909.908,180.297,82.3715,216.686,2.57273,310.773,165.679,246.058,670.57,239.338
319,5.57284,16.0321,999,350,906.044,175.953,89.0918,224.764,2.47712,299.798,164.996,220.412,689.496,216.548
320,5.78945,16.3029,999,350,922.783,178.571,92.956,222.581,2.57518,317.982,171.616,193.744,712.3,210.483
321,4.193,14.7246,999,350,778.747,159.761,86.4717,238.493,1.84176,223.569,165.34,393.744,518.784,259.962
322,5.77157,14.8367,999,350,803.28,187.457,328.877,249.773,2.40184,225.186,186.132,77.8494,592.274,211.006
323,5.95156,13.8192,999,350,920.734,178.869,76.8427,214.858,2.57522,324.128,171.005,243.462,678.696,242.039
324,3.59182,13.7396,999,350,906.959,129.208,78.2657,267.103,1.56559,433.85,134.887,287.1,633.635,273.325
325,0.57573,13.8629,999,350,146.039,96.0064,735.002,342.004,0.24982,85.9156,119.034,117.959,146.039,5.68434e-14
326,4.07428,14.775,999,350,918.105,131.523,209.999,279.104,1.64176,260.107,111.759,116.525,672.476,245.629
327,4.62919,13.8879,999,350,832.363,151.647,80.8959,254.671,1.84381,306.932,125.037,280.463,637.641,194.723
328,1.77772,15.1512,999,350,603.683,102.582,470.46,324.39,0.764742,218.377,98.1145,149.214,379.326,224.358
329,1.87047,16.3383,999,350,504.825,121.399,495.844,321.215,0.810366,256.671,113.822,205.655,297.501,207.325
330,0.43612,14.3179,999,350,104.295,92.8571,774.528,344.476,0.194743,87.9107,119.336,120.176,104.295,1.42109e-14
331,5.1627,9.79291,999,350,831.347,160.525,209.999,255.141,1.98307,193.427,148.437,165.495,623.506,207.841
332,5.91493,9.19208,999,350,900.447,172.451,174.091,239.849,2.39748,220.008,163.539,127.803,697.106,203.341
333,5.83147,8.91334,999,350,908.812,168.051,92.1161,232.141,2.33287,304.966,160.345,202.036,704.847,203.965
334,6.6119,9.49666,999,350,926.306,184.067,90.1876,215.955,2.70027,325.467,169.019,239.054,669.759,256.547
335,6.5429,9.93958,999,350,925.594,181.747,72.6942,215.092,2.64818,328.88,171.391,241.955,684.351,241.243
336,6.54879,11.3754,999,350,927.038,181.014,73.406,215.57,2.638,343.772,171.257,234.998,690.596,236.442
337,6.48758,11.9571,999,350,927.052,178.571,71.9622,219.327,2.58724,368.226,172.434,223.331,703.707,223.346
338,6.41556,12.2188,999,350,919.861,177.564,71.9477,217.777,2.54954,320.625,169.884,245.885,681.168,238.694
339,6.19109,11.24,999,350,899.285,174.627,84.7196,224.659,2.4387,281.722,165.689,223.854,690.427,208.859
340,6.19308,10.2575,999,350,893.888,174.499,102.952,227.333,2.4245,264.296,165.12,205.49,690.558,203.33
341,6.20001,8.54291,999,350,889.985,174.294,116.727,229.464,2.41158,268.353,164.729,194.827,687.445,202.54
342,6.31702,10.3042,999,350,902.961,174.284,94.1537,226.075,2.44219,280.054,163.233,210.545,694.301,208.66
343,5.66656,12.4771,999,350,920.073,159.167,90.4665,239.054,2.18987,339.634,145.516,252.744,655.789,264.284
344,3.77411,13.4633,999,350,884.259,123.082,78.9271,276.742,1.42244,397.387,128.102,252.775,667.298,216.961
345,4.73001,12.4454,999,350,900.621,135.381,136.752,274.046,1.69141,340.715,131.213,165.259,696.989,203.632
346,2.48344,12.7475,999,350,686.632,105.294,248.51,306.273,0.874663,247.893,116.796,302.44,448.05,238.581
347,6.31423,13.7962,999,350,924.448,168.334,142.64,242.788,2.3793,280.457,149.044,187.611,668.748,255.7
348,6.26233,12.5063,999,350,914.03,167.869,81.8697,231.463,2.34715,321.405,158.82,227.858,689.272,224.757
349,6.157,12.7162,999,350,891.608,165.781,90.7678,233.894,2.24211,286.185,155.72,209.644,698.588,193.02
350,0.17613,12.5671,999,350,14.9036,92.8571,865.96,345.133,0.0610649,86.0752,148.742,118.137,14.9036,9.23706e-14
351,2.88456,12.9475,999,350,518.864,141.655,607.86,318.521,1.08459,213.045,149.95,70.0006,321.139,197.725
352,0.49056,12.1646,999,350,150.998,92.8571,720.277,337.089,0.199091,101.174,144.99,170.854,107.869,43.1299
353,7.28187,9.11125,999,350,926.99,182.439,209.999,233.961,2.6668,240.225,174.87,87.2385,701.762,225.228
354,6.7962,9.5425,999,350,913.774,174.659,75.9671,221.502,2.47587,311.463,169.216,220.744,702.289,211.485
355,6.72892,9.20792,999,350,906.982,174.115,88.632,225.288,2.44955,292.37,164.124,214.14,696.228,210.754
356,6.57207,9.34208,999,350,905.721,170.843,104.896,230.881,2.38097,304.322,160.683,218.065,676.039,229.682
357,0.55039,11.8938,999,350,129.375,92.8571,732.664,335.802,0.170345,103.018,156.21,136.961,129.375,8.52651e-14
358,0.73615,12.9821,999,350,207.51,120.666,791.489,342.213,0.379029,9.19536,134.762,55.6503,151.861,55.6496
359,5.60174,11.36,999,350,924.419,146.867,210,267.938,1.94855,303.188,140.035,87.3915,701.609,222.811
360,0.15654,12.6896,999,350,0,-nan(ind),863.581,345.216,0.0641736,101.629,140.226,135.419,0,0
361,5.29908,11.3088,999,350,897.681,147.176,237.351,270.732,1.91347,265.376,140.903,114.072,647.577,250.103
362,6.29785,7.55292,999,350,923.291,161.651,76.5489,239.188,2.24423,328.12,148.997,221.132,701.319,221.972
363,5.33994,7.30542,999,350,854.328,149.232,143.129,258.113,1.86657,382.16,147.312,206.871,649,205.328
364,5.39904,8.41166,999,350,886.651,145.914,105.701,256.165,1.86639,352.933,138.247,262.374,630.925,255.726
