hour(h),DNI(W/m2),Tamb(°C),mdotDemand(kg/s),Tdemand(°C),mdotSF(kg/s),TSF(°C),mdotAux(kg/s),qBoiler(MWh),qAbs(W/m2),Mstor(t),Tstor(°C),mdotStToBoiler(kg/s),mdotSFToBoiler(kg/s),mdotSFToSt(kg/s) 
0,0,10.03,0,350,0,50,0,0,0,149.85,nan,nan,nan,nan
1,0,10.1,0,350,0,50,0,0,0,149.85,nan,nan,nan,nan
2,0,10.18,0,350,0,50,0,0,0,149.85,nan,nan,nan,nan
3,0,10.26,0,350,0,50,0,0,0,149.85,nan,nan,nan,nan
4,0,10.34,45,350,0,50,3.37517,1.21506,0,0.000599399,nan,nan,nan,nan
5,0,10.41,45,350,0,50,45,16.2,0,0.000599399,nan,nan,nan,nan
6,0,10.49,50,350,0,50,50,18,0,0.000599399,nan,nan,nan,nan
7,0,10.57,70,350,0,50,70,25.2,0,0.000599399,nan,nan,nan,nan
8,143,11.85,70,350,62.4319,92.8571,7.56815,21.9892,76.2085,0.000599399,nan,nan,nan,nan
9,164.63,12.63,100,350,71.4126,92.8571,28.5874,32.3273,72.9627,0.000599399,nan,nan,nan,nan
10,59.57,13.41,100,350,9.17493,92.8571,90.8251,35.5281,20.8198,0.000599399,nan,nan,nan,nan
11,52.83,14.19,100,350,1.60196,92.8571,98.398,35.9176,14.4399,0.000599399,nan,nan,nan,nan
12,50.8,14.55,90,350,0,50,90,32.4,12.3371,0.000599399,nan,nan,nan,nan
13,87.45,14.92,80,350,0.125608,92.8571,79.8744,28.7935,23.9025,0.000599399,nan,nan,nan,nan
14,381.42,15.29,47,350,143.636,92.8571,0,44.3221,133.307,347.892,nan,nan,nan,nan
15,0,14.32,53,350,0,50,0,0,0,157.092,nan,nan,nan,nan
16,58.54,13.34,79,350,8.74965,92.8571,26.6141,12.281,31.1975,0.00110438,nan,nan,nan,nan
17,0,12.37,50,350,0,50,50,18,0,0.00110438,nan,nan,nan,nan
18,0,11.57,20,350,0,50,20,7.2,0,0.00110438,nan,nan,nan,nan
19,0,10.78,0,350,0,50,0,0,0,0.00110438,nan,nan,nan,nan
20,0,9.98,0,350,0,50,0,0,0,0.00110438,nan,nan,nan,nan
21,0,9.83001,0,350,0,50,0,0,0,0.00110438,nan,nan,nan,nan
22,0,9.69,0,350,0,50,0,0,0,0.00110438,nan,nan,nan,nan
23,0,9.54,0,350,0,50,0,0,0,0.00110438,nan,nan,nan,nan
24,0,8.85,0,350,0,50,0,0,0,0.00110438,nan,nan,nan,nan
25,0,8.14999,0,350,0,50,0,0,0,0.00110438,nan,nan,nan,nan
26,0,7.45999,0,350,0,50,0,0,0,0.00110438,nan,nan,nan,nan
27,0,7.69,0,350,0,50,0,0,0,0.00110438,nan,nan,nan,nan
28,0,7.92999,45,350,0,50,44.9997,16.1999,0,4.41759e-09,nan,nan,nan,nan
29,0,8.16,45,350,0,50,45,16.2,0,4.41759e-09,nan,nan,nan,nan
30,0,8.92999,50,350,0,50,50,18,0,4.41756e-09,nan,nan,nan,nan
31,0,9.69,70,350,0,50,70,25.2,0,4.41756e-09,nan,nan,nan,nan
32,95.61,10.46,70,350,32.0157,92.8571,37.9843,23.5535,50.9547,4.41756e-09,nan,nan,nan,nan
33,131.66,11.11,100,350,53.7721,92.8571,46.2279,33.2346,58.3534,4.41746e-09,nan,nan,nan,nan
34,81.14,11.76,100,350,18.0328,92.8571,81.9672,35.0726,28.3607,4.41746e-09,nan,nan,nan,nan
35,28.57,12.42,100,350,0,50,100,36,7.80988,4.41746e-09,nan,nan,nan,nan
36,271.62,13.36,90,350,50.3015,92.8571,39.6985,29.8131,65.9739,4.41746e-09,nan,nan,nan,nan
37,906.97,14.3,80,350,80.113,178.571,0,16.4804,247.929,0.406847,nan,nan,nan,nan
38,868.62,15.24,47,350,77.5714,221.429,0,11.9682,303.607,110.464,nan,nan,nan,nan
39,727.71,13.66,53,350,86.399,221.429,0,13.3301,322.531,230.7,nan,nan,nan,nan
40,675.9,12.09,79,350,216.749,135.714,0,55.7354,360.216,726.596,nan,nan,nan,nan
41,0,10.51,50,350,0,50,0,0,0,546.596,nan,nan,nan,nan
42,0,9.85,20,350,0,50,0,0,0,474.596,nan,nan,nan,nan
43,0,9.17999,0,350,0,50,0,0,0,474.596,nan,nan,nan,nan
44,0,8.52001,0,350,0,50,0,0,0,474.596,nan,nan,nan,nan
45,0,8.30001,0,350,0,50,0,0,0,474.596,nan,nan,nan,nan
46,0,8.08999,0,350,0,50,0,0,0,474.596,nan,nan,nan,nan
47,0,7.86999,0,350,0,50,0,0,0,474.596,nan,nan,nan,nan
48,0,6.99999,0,350,0,50,0,0,0,474.596,nan,nan,nan,nan
49,0,6.14001,0,350,0,50,0,0,0,474.596,nan,nan,nan,nan
50,0,5.27001,0,350,0,50,0,0,0,474.596,nan,nan,nan,nan
51,0,5.08999,0,350,0,50,0,0,0,474.596,nan,nan,nan,nan
52,0,4.92001,45,350,0,50,0,0,0,312.596,nan,nan,nan,nan
53,0,4.74001,45,350,0,50,0,0,0,150.596,nan,nan,nan,nan
54,0,5.45999,50,350,0,50,8.16847,2.94065,0,0.00236157,nan,nan,nan,nan
55,0,6.17999,70,350,0,50,70,25.2,0,0.00236157,nan,nan,nan,nan
56,383.06,6.89999,70,350,97.8116,135.714,0,25.1515,204.176,100.124,nan,nan,nan,nan
57,715.41,8.89999,100,350,111.832,178.571,0,23.0054,317.143,142.718,nan,nan,nan,nan
58,788.62,10.9,100,350,159.863,135.714,0,41.1076,275.733,358.224,nan,nan,nan,nan
59,736.81,12.9,100,350,65.8828,178.571,0,13.553,201.512,235.402,nan,nan,nan,nan
60,323.47,13.36,90,350,42.2154,135.714,0,10.8554,78.6144,63.3777,nan,nan,nan,nan
61,858.33,13.83,80,350,79.1211,178.571,0,16.2764,234.747,60.2139,nan,nan,nan,nan
62,869.28,14.29,47,350,77.652,221.429,0,11.9806,303.935,170.561,nan,nan,nan,nan
63,870.31,13.51,53,350,105.278,221.429,0,16.2429,385.811,358.763,nan,nan,nan,nan
64,569.92,12.72,79,350,183.042,135.714,0,47.068,303.775,733.314,nan,nan,nan,nan
65,0,11.94,50,350,0,50,0,0,0,553.314,nan,nan,nan,nan
66,0,10.92,20,350,0,50,0,0,0,481.314,nan,nan,nan,nan
67,0,9.89999,0,350,0,50,0,0,0,481.314,nan,nan,nan,nan
68,0,8.88,0,350,0,50,0,0,0,481.314,nan,nan,nan,nan
69,0,7.92999,0,350,0,50,0,0,0,481.314,nan,nan,nan,nan
70,0,6.97,0,350,0,50,0,0,0,481.314,nan,nan,nan,nan
71,0,6.02001,0,350,0,50,0,0,0,481.314,nan,nan,nan,nan
72,0,5.42001,0,350,0,50,0,0,0,481.314,nan,nan,nan,nan
73,0,4.82,0,350,0,50,0,0,0,481.314,nan,nan,nan,nan
74,0,4.22,0,350,0,50,0,0,0,481.314,nan,nan,nan,nan
75,0,4.24001,0,350,0,50,0,0,0,481.314,nan,nan,nan,nan
76,0,4.27001,45,350,0,50,0,0,0,319.314,nan,nan,nan,nan
77,0,4.29,45,350,0,50,0,0,0,157.314,nan,nan,nan,nan
78,0,5.24999,50,350,0,50,6.30229,2.26882,0,0.00240188,nan,nan,nan,nan
79,0,6.20999,70,350,0,50,70,25.2,0,0.00240188,nan,nan,nan,nan
80,71.85,7.17001,70,350,16.9901,92.8571,53.0099,24.3262,38.3059,0.00240188,nan,nan,nan,nan
81,468.17,9.47,100,350,106.352,135.714,0,27.3476,207.615,22.8687,nan,nan,nan,nan
82,404.4,11.77,100,350,73.3163,135.714,20.3319,26.1723,141.474,0.00242474,nan,nan,nan,nan
83,844.52,14.07,100,350,126.929,135.714,0,32.639,231.17,96.9477,nan,nan,nan,nan
84,832.55,14.67,90,350,109.851,135.714,0,28.2475,202.55,168.413,nan,nan,nan,nan
85,595.54,15.28,80,350,50.5997,178.571,0,10.4091,163.017,62.5716,nan,nan,nan,nan
86,510.08,15.89,47,350,61.0191,178.571,0,12.5525,178.445,113.04,nan,nan,nan,nan
87,745.51,14.97,53,350,121.566,178.571,0,25.0079,330.605,359.878,nan,nan,nan,nan
88,573.32,14.04,79,350,177.817,135.714,0,45.7243,305.658,715.618,nan,nan,nan,nan
89,0,13.12,50,350,0,50,0,0,0,535.618,nan,nan,nan,nan
90,0,11.47,20,350,0,50,0,0,0,463.618,nan,nan,nan,nan
91,0,9.82,0,350,0,50,0,0,0,463.618,nan,nan,nan,nan
92,0,8.17001,0,350,0,50,0,0,0,463.618,nan,nan,nan,nan
93,0,7.55999,0,350,0,50,0,0,0,463.618,nan,nan,nan,nan
94,0,6.95999,0,350,0,50,0,0,0,463.618,nan,nan,nan,nan
95,0,6.35,0,350,0,50,0,0,0,463.618,nan,nan,nan,nan
96,0,6.13,0,350,0,50,0,0,0,463.618,nan,nan,nan,nan
97,0,5.91,0,350,0,50,0,0,0,463.618,nan,nan,nan,nan
98,0,5.69,0,350,0,50,0,0,0,463.618,nan,nan,nan,nan
99,0,5.79,0,350,0,50,0,0,0,463.618,nan,nan,nan,nan
100,0,5.89999,45,350,0,50,0,0,0,301.618,nan,nan,nan,nan
101,0,5.99999,45,350,0,50,0,0,0,139.618,nan,nan,nan,nan
102,0,7.08001,50,350,0,50,11.2178,4.0384,0,0.0022957,nan,nan,nan,nan
103,0,8.14999,70,350,0,50,70,25.2,0,0.0022957,nan,nan,nan,nan
104,155.55,9.23,70,350,70.3237,92.8571,0,21.6999,82.9569,1.16777,nan,nan,nan,nan
105,151.7,11.39,100,350,8.16006,178.571,91.5162,34.6245,67.3074,0.00229687,nan,nan,nan,nan
106,5.38,13.56,100,350,6.40504,135.714,93.595,35.3412,1.88364,0.00229687,nan,nan,nan,nan
107,26.19,15.73,100,350,12.8101,92.8571,87.1899,35.3412,7.17782,0.00229687,nan,nan,nan,nan
108,56.27,15.9,90,350,0.800863,92.8571,89.1991,32.3588,13.7103,0.00229687,nan,nan,nan,nan
109,75.95,16.08,80,350,9.3806,92.8571,70.6194,28.3176,20.8154,0.00229687,nan,nan,nan,nan
110,282.97,16.25,47,350,102.938,92.8571,0,31.7638,99.0734,201.38,nan,nan,nan,nan
111,0,15.4,53,350,0,50,0,0,0,10.5797,nan,nan,nan,nan
112,38.79,14.55,79,350,0,50,76.0619,27.3823,20.6872,0.00250882,nan,nan,nan,nan
113,0,13.7,50,350,0,50,50,18,0,0.00250882,nan,nan,nan,nan
114,0,13.44,20,350,0,50,20,7.2,0,0.00250882,nan,nan,nan,nan
115,0,13.18,0,350,0,50,0,0,0,0.00250882,nan,nan,nan,nan
116,0,12.92,0,350,0,50,0,0,0,0.00250882,nan,nan,nan,nan
117,0,13.06,0,350,0,50,0,0,0,0.00250882,nan,nan,nan,nan
118,0,13.21,0,350,0,50,0,0,0,0.00250882,nan,nan,nan,nan
119,0,13.35,0,350,0,50,0,0,0,0.00250882,nan,nan,nan,nan
120,0,13.27,0,350,0,50,0,0,0,0.00250882,nan,nan,nan,nan
121,0,13.18,0,350,0,50,0,0,0,0.00250882,nan,nan,nan,nan
122,0,13.1,0,350,0,50,0,0,0,0.00250882,nan,nan,nan,nan
123,0,13.03,0,350,0,50,0,0,0,0.00250882,nan,nan,nan,nan
124,0,12.97,45,350,0,50,44.9993,16.1997,0,1.00353e-08,nan,nan,nan,nan
125,0,12.9,45,350,0,50,45,16.2,0,1.00353e-08,nan,nan,nan,nan
126,0,13.18,50,350,0,50,50,18,0,1.00353e-08,nan,nan,nan,nan
127,0,13.46,70,350,0,50,70,25.2,0,1.00353e-08,nan,nan,nan,nan
128,59.7,13.74,70,350,9.71267,92.8571,60.2873,24.7005,31.8525,1.00354e-08,nan,nan,nan,nan
129,135.02,14.72,100,350,56.1708,92.8571,43.8292,33.1112,59.9465,1.00354e-08,nan,nan,nan,nan
130,34.89,15.7,100,350,0,50,100,36,12.2285,1.00354e-08,nan,nan,nan,nan
131,26.12,16.68,100,350,0,50,100,36,7.17012,1.00354e-08,nan,nan,nan,nan
132,32.05,16.84,90,350,0,50,90,32.4,7.82425,1.00355e-08,nan,nan,nan,nan
133,533.57,17.01,80,350,146.891,92.8571,0,45.3263,146.469,240.807,nan,nan,nan,nan
134,548.98,17.17,47,350,97.5485,135.714,0,25.0839,192.411,422.782,nan,nan,nan,nan
135,202.78,16.23,53,350,104.999,92.8571,0,32.3995,90.0307,609.977,nan,nan,nan,nan
136,398.81,15.3,79,350,109.627,135.714,0,28.1897,212.782,720.233,nan,nan,nan,nan
137,0,14.36,50,350,0,50,0,0,0,540.233,nan,nan,nan,nan
138,0,13.91,20,350,0,50,0,0,0,468.233,nan,nan,nan,nan
139,0,13.45,0,350,0,50,0,0,0,468.233,nan,nan,nan,nan
140,0,13,0,350,0,50,0,0,0,468.233,nan,nan,nan,nan
141,0,12.98,0,350,0,50,0,0,0,468.233,nan,nan,nan,nan
142,0,12.96,0,350,0,50,0,0,0,468.233,nan,nan,nan,nan
143,0,12.94,0,350,0,50,0,0,0,468.233,nan,nan,nan,nan
144,0,12.89,0,350,0,50,0,0,0,468.233,nan,nan,nan,nan
145,0,12.84,0,350,0,50,0,0,0,468.233,nan,nan,nan,nan
146,0,12.79,0,350,0,50,0,0,0,468.233,nan,nan,nan,nan
147,0,12.97,0,350,0,50,0,0,0,468.233,nan,nan,nan,nan
148,0,13.15,45,350,0,50,0,0,0,306.233,nan,nan,nan,nan
149,0,13.33,45,350,0,50,0,0,0,144.233,nan,nan,nan,nan
150,0,13.57,50,350,0,50,9.93601,3.57696,0,0.00232339,nan,nan,nan,nan
151,0,13.82,70,350,0,50,70,25.2,0,0.00232339,nan,nan,nan,nan
152,23.8,14.06,70,350,0,50,70,25.2,12.7051,0.00232339,nan,nan,nan,nan
153,0,14.46,100,350,0,50,100,36,0,0.00232339,nan,nan,nan,nan
154,0,14.87,100,350,0,50,100,36,0,0.00232339,nan,nan,nan,nan
155,0,15.28,100,350,0,50,100,36,0,0.00232339,nan,nan,nan,nan
156,147.7,15,90,350,14.9098,92.8571,75.0902,31.6332,36.1435,0.00232339,nan,nan,nan,nan
157,136.39,14.72,80,350,29.3639,92.8571,50.6361,27.2899,37.5137,0.00232339,nan,nan,nan,nan
158,259.1,14.44,47,350,93.1748,92.8571,0,28.7511,90.9285,166.232,nan,nan,nan,nan
159,521.26,14.01,53,350,120.846,135.714,0,31.0747,231.619,410.478,nan,nan,nan,nan
160,10.77,13.57,79,350,12.8101,92.8571,0,3.95282,5.74931,172.194,nan,nan,nan,nan
161,0,13.14,50,350,0,50,2.16912,0.780883,0,0.00307229,nan,nan,nan,nan
162,0,12.85,20,350,0,50,20,7.2,0,0.00307229,nan,nan,nan,nan
163,0,12.55,0,350,0,50,0,0,0,0.00307229,nan,nan,nan,nan
164,0,12.26,0,350,0,50,0,0,0,0.00307229,nan,nan,nan,nan
165,0,12.31,0,350,0,50,0,0,0,0.00307229,nan,nan,nan,nan
166,0,12.37,0,350,0,50,0,0,0,0.00307229,nan,nan,nan,nan
167,0,12.42,0,350,0,50,0,0,0,0.00307229,nan,nan,nan,nan
168,0,12.29,0,350,0,50,0,0,0,0.00307229,nan,nan,nan,nan
169,0,12.17,0,350,0,50,0,0,0,0.00307229,nan,nan,nan,nan
170,0,12.04,0,350,0,50,0,0,0,0.00307229,nan,nan,nan,nan
171,0,11.96,0,350,0,50,0,0,0,0.00307229,nan,nan,nan,nan
172,0,11.89,45,350,0,50,44.9991,16.1997,0,1.22891e-08,nan,nan,nan,nan
173,0,11.81,45,350,0,50,45,16.2,0,1.22891e-08,nan,nan,nan,nan
174,0,12.21,50,350,0,50,50,18,0,1.22891e-08,nan,nan,nan,nan
175,0,12.62,70,350,0,50,70,25.2,0,1.22891e-08,nan,nan,nan,nan
176,414.65,13.02,70,350,108.356,135.714,0,27.8631,221.49,138.083,nan,nan,nan,nan
177,638.91,14.44,100,350,158.647,135.714,0,40.795,284.171,349.213,nan,nan,nan,nan
178,651.29,15.87,100,350,125.703,135.714,0,32.3237,228.913,441.744,nan,nan,nan,nan
179,17.3,17.3,100,350,12.8101,92.8571,0,3.95282,4.76942,127.861,nan,nan,nan,nan
180,900.84,17,90,350,114.661,135.714,0,29.4843,221.065,216.641,nan,nan,nan,nan
181,585.67,16.7,80,350,85.4723,135.714,0,21.9786,161.463,236.341,nan,nan,nan,nan
182,561.26,16.4,47,350,106.851,135.714,0,27.4759,197.27,451.803,nan,nan,nan,nan
183,81.64,15.47,53,350,40.8433,92.8571,0,12.6031,36.3114,408.039,nan,nan,nan,nan
184,0,14.55,79,350,0,50,0,0,0,123.639,nan,nan,nan,nan
185,0,13.62,50,350,0,50,15.6564,5.63632,0,0.00249337,nan,nan,nan,nan
186,0,13.14,20,350,0,50,20,7.2,0,0.00249337,nan,nan,nan,nan
187,0,12.66,0,350,0,50,0,0,0,0.00249337,nan,nan,nan,nan
188,0,12.18,0,350,0,50,0,0,0,0.00249337,nan,nan,nan,nan
189,0,12.14,0,350,0,50,0,0,0,0.00249337,nan,nan,nan,nan
190,0,12.11,0,350,0,50,0,0,0,0.00249337,nan,nan,nan,nan
191,0,12.07,0,350,0,50,0,0,0,0.00249337,nan,nan,nan,nan
192,0,11.55,0,350,0,50,0,0,0,0.00249337,nan,nan,nan,nan
193,0,11.03,0,350,0,50,0,0,0,0.00249337,nan,nan,nan,nan
194,0,10.51,0,350,0,50,0,0,0,0.00249337,nan,nan,nan,nan
195,0,10.39,0,350,0,50,0,0,0,0.00249337,nan,nan,nan,nan
196,0,10.28,45,350,0,50,44.9993,16.1998,0,9.97352e-09,nan,nan,nan,nan
197,0,10.16,45,350,0,50,45,16.2,0,9.97352e-09,nan,nan,nan,nan
198,0,10.58,50,350,0,50,50,18,0,9.97352e-09,nan,nan,nan,nan
199,0,11,70,350,0,50,70,25.2,0,9.97352e-09,nan,nan,nan,nan
200,447.61,11.42,70,350,257.353,92.8571,0,79.4118,239.269,674.471,nan,nan,nan,nan
201,154.12,11.96,100,350,66.3582,92.8571,0,20.4762,68.6252,553.361,nan,nan,nan,nan
202,207.53,12.51,100,350,71.7012,92.8571,0,22.1249,73.0707,451.485,nan,nan,nan,nan
203,344.87,13.06,100,350,98.3262,92.8571,0,30.3407,95.3325,445.46,nan,nan,nan,nan
204,53.48,13.29,90,350,0.193526,92.8571,0,0.0597167,13.1666,122.156,nan,nan,nan,nan
205,44.38,13.53,80,350,0,50,46.0683,16.5846,12.268,0.00224694,nan,nan,nan,nan
206,457.36,13.77,47,350,164.048,92.8571,0,50.6205,161.035,421.375,nan,nan,nan,nan
207,173.93,13.17,53,350,76.9341,92.8571,0,23.7397,77.446,507.538,nan,nan,nan,nan
208,83.63,12.58,79,350,37.745,92.8571,0,11.647,44.7043,359.02,nan,nan,nan,nan
209,0,11.98,50,350,0,50,0,0,0,179.02,nan,nan,nan,nan
210,0,10.98,20,350,0,50,0,0,0,107.02,nan,nan,nan,nan
211,0,9.97,0,350,0,50,0,0,0,107.02,nan,nan,nan,nan
212,0,8.97,0,350,0,50,0,0,0,107.02,nan,nan,nan,nan
213,0,8.36999,0,350,0,50,0,0,0,107.02,nan,nan,nan,nan
214,0,7.77001,0,350,0,50,0,0,0,107.02,nan,nan,nan,nan
215,0,7.17001,0,350,0,50,0,0,0,107.02,nan,nan,nan,nan
216,0,6.94,0,350,0,50,0,0,0,107.02,nan,nan,nan,nan
217,0,6.70999,0,350,0,50,0,0,0,107.02,nan,nan,nan,nan
218,0,6.48,0,350,0,50,0,0,0,107.02,nan,nan,nan,nan
219,0,6.17999,0,350,0,50,0,0,0,107.02,nan,nan,nan,nan
220,0,5.88,45,350,0,50,15.2723,5.49804,0,0.000428079,nan,nan,nan,nan
221,0,5.58001,45,350,0,50,45,16.2,0,0.000428079,nan,nan,nan,nan
222,0,6.14001,50,350,0,50,50,18,0,0.000428079,nan,nan,nan,nan
223,0,6.69,70,350,0,50,70,25.2,0,0.000428079,nan,nan,nan,nan
224,315.84,7.24999,70,350,76.7335,135.714,0,19.7315,168.971,24.2411,nan,nan,nan,nan
225,355.56,9.02001,100,350,186.094,92.8571,0,57.4234,158.521,334.18,nan,nan,nan,nan
226,323.47,10.8,100,350,50.4966,135.714,0,12.9848,114.12,155.968,nan,nan,nan,nan
227,489.64,12.58,100,350,69.88,135.714,0,17.9691,135.763,47.5358,nan,nan,nan,nan
228,935.08,13.01,90,350,77.632,178.571,0,15.97,231.061,3.01107,nan,nan,nan,nan
229,897.33,13.45,80,350,88.9755,178.571,0,18.3035,248.804,35.3229,nan,nan,nan,nan
230,877.37,13.88,47,350,79.3193,221.429,0,12.2378,309.537,151.672,nan,nan,nan,nan
231,785.02,13.12,53,350,94.5841,221.429,0,14.593,349.989,301.375,nan,nan,nan,nan
232,602.35,12.37,79,350,194.077,135.714,0,49.9056,322.25,715.653,nan,nan,nan,nan
233,0,11.61,50,350,0,50,0,0,0,535.653,nan,nan,nan,nan
234,0,11.2,20,350,0,50,0,0,0,463.653,nan,nan,nan,nan
235,0,10.79,0,350,0,50,0,0,0,463.653,nan,nan,nan,nan
236,0,10.38,0,350,0,50,0,0,0,463.653,nan,nan,nan,nan
237,0,10.26,0,350,0,50,0,0,0,463.653,nan,nan,nan,nan
238,0,10.15,0,350,0,50,0,0,0,463.653,nan,nan,nan,nan
239,0,10.03,0,350,0,50,0,0,0,463.653,nan,nan,nan,nan
240,0,9.61001,0,350,0,50,0,0,0,463.653,nan,nan,nan,nan
241,0,9.20001,0,350,0,50,0,0,0,463.653,nan,nan,nan,nan
242,0,8.77999,0,350,0,50,0,0,0,463.653,nan,nan,nan,nan
243,0,8.85,0,350,0,50,0,0,0,463.653,nan,nan,nan,nan
244,0,8.92001,45,350,0,50,0,0,0,301.653,nan,nan,nan,nan
245,0,8.99001,45,350,0,50,0,0,0,139.653,nan,nan,nan,nan
246,0,9.33001,50,350,0,50,11.208,4.03489,0,0.00229591,nan,nan,nan,nan
247,0,9.67001,70,350,0,50,70,25.2,0,0.00229591,nan,nan,nan,nan
248,104.43,10.01,70,350,38.152,92.8571,31.848,23.2379,55.9201,0.00229591,nan,nan,nan,nan
249,20.12,11.78,100,350,0,50,100,36,8.98287,0.00229591,nan,nan,nan,nan
250,0,13.56,100,350,0,50,100,36,0,0.00229591,nan,nan,nan,nan
251,0,15.34,100,350,0,50,100,36,0,0.00229591,nan,nan,nan,nan
252,0,15.75,90,350,0,50,90,32.4,0,0.00229591,nan,nan,nan,nan
253,191.75,16.17,80,350,35.4449,92.8571,44.5551,26.9771,53.3468,0.00229591,nan,nan,nan,nan
254,395.3,16.59,47,350,66.0365,135.714,0,16.9808,139.773,68.5337,nan,nan,nan,nan
255,745.86,15.38,53,350,118.265,178.571,0,24.3288,333,303.487,nan,nan,nan,nan
256,542.54,14.17,79,350,168.785,135.714,0,43.4019,290.519,626.714,nan,nan,nan,nan
257,0,12.96,50,350,0,50,0,0,0,446.714,nan,nan,nan,nan
258,0,12,20,350,0,50,0,0,0,374.714,nan,nan,nan,nan
259,0,11.05,0,350,0,50,0,0,0,374.714,nan,nan,nan,nan
260,0,10.09,0,350,0,50,0,0,0,374.714,nan,nan,nan,nan
261,0,9.98,0,350,0,50,0,0,0,374.714,nan,nan,nan,nan
262,0,9.88,0,350,0,50,0,0,0,374.714,nan,nan,nan,nan
263,0,9.77001,0,350,0,50,0,0,0,374.714,nan,nan,nan,nan
264,0,8.91,0,350,0,50,0,0,0,374.714,nan,nan,nan,nan
265,0,8.05999,0,350,0,50,0,0,0,374.714,nan,nan,nan,nan
266,0,7.20001,0,350,0,50,0,0,0,374.714,nan,nan,nan,nan
267,0,7.01,0,350,0,50,0,0,0,374.714,nan,nan,nan,nan
268,0,6.83001,45,350,0,50,0,0,0,212.714,nan,nan,nan,nan
269,0,6.64001,45,350,0,50,0,0,0,50.7142,nan,nan,nan,nan
270,0,7.22,50,350,0,50,35.9132,12.9288,0,0.00176228,nan,nan,nan,nan
271,0,7.80001,70,350,0,50,70,25.2,0,0.00176228,nan,nan,nan,nan
272,459.86,8.38,70,350,123.119,135.714,0,31.6591,246.494,191.229,nan,nan,nan,nan
273,644.77,10.24,100,350,160.949,135.714,0,41.387,288.316,410.647,nan,nan,nan,nan
274,323.58,12.11,100,350,134.047,92.8571,0,41.3631,114.695,533.216,nan,nan,nan,nan
275,8.52,13.98,100,350,0,50,0,0,2.37919,173.216,nan,nan,nan,nan
276,7.82,14.83,90,350,0,50,41.8852,15.0787,1.94898,0.00307058,nan,nan,nan,nan
277,97.37,15.69,80,350,4.10184,92.8571,75.8982,28.589,27.1903,0.00307058,nan,nan,nan,nan
278,246.9,16.54,47,350,34.8131,135.714,12.1869,13.3392,87.515,0.00307058,nan,nan,nan,nan
279,587.38,14.81,53,350,145.759,135.714,0,37.4809,262.653,333.936,nan,nan,nan,nan
280,614.17,13.07,79,350,185.46,135.714,0,47.6898,329.208,717.193,nan,nan,nan,nan
281,0,11.34,50,350,0,50,0,0,0,537.193,nan,nan,nan,nan
282,0,10.26,20,350,0,50,0,0,0,465.193,nan,nan,nan,nan
283,0,9.19,0,350,0,50,0,0,0,465.193,nan,nan,nan,nan
284,0,8.11001,0,350,0,50,0,0,0,465.193,nan,nan,nan,nan
285,0,7.67999,0,350,0,50,0,0,0,465.193,nan,nan,nan,nan
286,0,7.26,0,350,0,50,0,0,0,465.193,nan,nan,nan,nan
287,0,6.83001,0,350,0,50,0,0,0,465.193,nan,nan,nan,nan
288,0,6.70001,0,350,0,50,0,0,0,465.193,nan,nan,nan,nan
289,0,6.55999,0,350,0,50,0,0,0,465.193,nan,nan,nan,nan
290,0,6.42999,0,350,0,50,0,0,0,465.193,nan,nan,nan,nan
291,0,6.41,0,350,0,50,0,0,0,465.193,nan,nan,nan,nan
292,0,6.39999,45,350,0,50,0,0,0,303.193,nan,nan,nan,nan
293,0,6.38,45,350,0,50,0,0,0,141.193,nan,nan,nan,nan
294,0,7.27999,50,350,0,50,10.7803,3.88092,0,0.00230515,nan,nan,nan,nan
295,0,8.19,70,350,0,50,70,25.2,0,0.00230515,nan,nan,nan,nan
296,386.85,9.08999,70,350,99.9208,135.714,0,25.6939,207.589,107.717,nan,nan,nan,nan
297,669.43,10.99,100,350,104.992,178.571,0,21.5983,299.852,125.687,nan,nan,nan,nan
298,825.1,12.89,100,350,106.666,178.571,0,21.9426,293.245,149.683,nan,nan,nan,nan
299,882.48,14.8,100,350,88.4649,178.571,0,18.1985,247.431,108.157,nan,nan,nan,nan
300,905.12,15.45,90,350,80.2194,178.571,0,16.5023,226.687,72.9469,nan,nan,nan,nan
301,883.54,16.11,80,350,88.6046,178.571,0,18.2272,247.729,103.923,nan,nan,nan,nan
302,849.59,16.77,47,350,110.195,178.571,0,22.6687,301.949,331.425,nan,nan,nan,nan
303,761.74,15.13,53,350,125.788,178.571,0,25.8764,341.199,593.463,nan,nan,nan,nan
304,614.6,13.5,79,350,121.224,178.571,0,24.9375,329.802,745.468,nan,nan,nan,nan
305,0,11.86,50,350,0,50,0,0,0,565.468,nan,nan,nan,nan
306,0,11.16,20,350,0,50,0,0,0,493.468,nan,nan,nan,nan
307,0,10.45,0,350,0,50,0,0,0,493.468,nan,nan,nan,nan
308,0,9.74999,0,350,0,50,0,0,0,493.468,nan,nan,nan,nan
309,0,9.88,0,350,0,50,0,0,0,493.468,nan,nan,nan,nan
310,0,10.02,0,350,0,50,0,0,0,493.468,nan,nan,nan,nan
311,0,10.15,0,350,0,50,0,0,0,493.468,nan,nan,nan,nan
312,0,9.41,0,350,0,50,0,0,0,493.468,nan,nan,nan,nan
313,0,8.67999,0,350,0,50,0,0,0,493.468,nan,nan,nan,nan
314,0,7.94,0,350,0,50,0,0,0,493.468,nan,nan,nan,nan
