hour(h),DNI(W/m2),Tamb(°C),mdotDemand(kg/s),Tdemand(°C),mdotSF(kg/s),TSF(°C),mdotAux(kg/s),qBoiler(MWh),qAbs(W/m2),Mstor(t),Tstor(°C),mdotStToBoiler(kg/s),mdotSFToBoiler(kg/s),mdotSFToSt(kg/s) 
2399,0,16.08,0,350,0,50,0,0,0,683.35,nan,nan,nan,nan
2400,0,15.42,0,350,0,50,0,0,0,683.35,nan,nan,nan,nan
2401,0,14.76,0,350,0,50,0,0,0,683.35,nan,nan,nan,nan
2402,0,14.1,0,350,0,50,0,0,0,683.35,nan,nan,nan,nan
2403,0,13.8,0,350,0,50,0,0,0,683.35,nan,nan,nan,nan
2404,0,13.51,45,350,0,50,0,0,0,521.35,nan,nan,nan,nan
2405,0,13.22,45,350,0,50,0,0,0,359.35,nan,nan,nan,nan
2406,87.57,15.39,50,350,12.2313,135.714,0,3.14519,60.4553,223.383,nan,nan,nan,nan
2407,495.69,17.56,70,350,49.1957,307.143,0,2.53007,342.918,148.487,nan,nan,nan,nan
2408,682.68,19.73,70,350,80.7823,307.143,0,4.15452,458.724,187.304,nan,nan,nan,nan
2409,779.09,21.24,100,350,88.3015,307.143,0,4.54122,496.47,145.189,nan,nan,nan,nan
2410,821.21,22.75,100,350,87.2465,307.143,0,4.48697,491.095,99.277,nan,nan,nan,nan
2411,837.4,24.25,100,350,83.9986,307.143,0,4.31993,474.693,41.672,nan,nan,nan,nan
2412,833.55,24.57,90,350,81.594,307.143,0,4.19626,462.58,11.4103,nan,nan,nan,nan
2413,845.53,24.89,80,350,84.923,307.143,0,4.36747,479.301,29.1329,nan,nan,nan,nan
2414,838.99,25.21,47,350,89.3864,307.143,0,4.59702,501.728,181.724,nan,nan,nan,nan
2415,808.81,24.47,53,350,92.1001,307.143,0,4.73658,515.409,322.484,nan,nan,nan,nan
2416,746.54,23.73,79,350,89.3545,307.143,0,4.59537,501.634,359.76,nan,nan,nan,nan
2417,592.43,22.98,50,350,90.4263,264.286,0,9.301,409.843,505.295,nan,nan,nan,nan
2418,311.71,21.38,20,350,57.6786,221.429,0,8.89899,215.194,640.938,nan,nan,nan,nan
2419,0,19.77,0,350,0,50,0,0,0,640.938,nan,nan,nan,nan
2420,0,18.17,0,350,0,50,0,0,0,640.938,nan,nan,nan,nan
2421,0,17.39,0,350,0,50,0,0,0,640.938,nan,nan,nan,nan
2422,0,16.61,0,350,0,50,0,0,0,640.938,nan,nan,nan,nan
2423,0,15.83,0,350,0,50,0,0,0,640.938,nan,nan,nan,nan
2424,0,15.48,0,350,0,50,0,0,0,640.938,nan,nan,nan,nan
2425,0,15.13,0,350,0,50,0,0,0,640.938,nan,nan,nan,nan
2426,0,14.78,0,350,0,50,0,0,0,640.938,nan,nan,nan,nan
2427,0,14.63,0,350,0,50,0,0,0,640.938,nan,nan,nan,nan
2428,0,14.48,45,350,0,50,0,0,0,478.938,nan,nan,nan,nan
2429,0,14.33,45,350,0,50,0,0,0,316.938,nan,nan,nan,nan
2430,99.07,16.61,50,350,17.0058,135.714,0,4.37291,68.3501,198.159,nan,nan,nan,nan
2431,498.58,18.89,70,350,64.6751,264.286,0,6.65229,345.083,178.989,nan,nan,nan,nan
2432,671.67,21.17,70,350,77.3361,307.143,0,3.97728,452.071,205.399,nan,nan,nan,nan
2433,765.96,22.77,100,350,86.9356,307.143,0,4.47097,489.537,158.367,nan,nan,nan,nan
2434,838.49,24.37,100,350,89.7419,307.143,0,4.6153,503.576,121.438,nan,nan,nan,nan
2435,854.27,25.97,100,350,86.4356,307.143,0,4.44526,486.873,72.6063,nan,nan,nan,nan
2436,834.03,26.3,90,350,82.2007,307.143,0,4.22746,465.559,44.5288,nan,nan,nan,nan
2437,845.04,26.63,80,350,85.3963,307.143,0,4.39181,481.613,63.9554,nan,nan,nan,nan
2438,838.66,26.95,47,350,89.7871,307.143,0,4.61762,503.678,217.989,nan,nan,nan,nan
2439,793.97,26.01,53,350,90.5272,307.143,0,4.65569,507.438,353.087,nan,nan,nan,nan
2440,761.85,25.07,79,350,91.5796,307.143,0,4.70981,512.768,398.374,nan,nan,nan,nan
2441,538.08,24.12,50,350,81.5073,264.286,0,8.3836,372.422,511.8,nan,nan,nan,nan
2442,234.41,22.05,20,350,63.0309,178.571,0,12.9664,161.723,666.711,nan,nan,nan,nan
2443,0,19.97,0,350,0,50,0,0,0,666.711,nan,nan,nan,nan
2444,0,17.9,0,350,0,50,0,0,0,666.711,nan,nan,nan,nan
2445,0,17.02,0,350,0,50,0,0,0,666.711,nan,nan,nan,nan
2446,0,16.14,0,350,0,50,0,0,0,666.711,nan,nan,nan,nan
2447,0,15.26,0,350,0,50,0,0,0,666.711,nan,nan,nan,nan
2448,0,14.64,0,350,0,50,0,0,0,666.711,nan,nan,nan,nan
2449,0,14.01,0,350,0,50,0,0,0,666.711,nan,nan,nan,nan
2450,0,13.38,0,350,0,50,0,0,0,666.711,nan,nan,nan,nan
2451,0,12.9,0,350,0,50,0,0,0,666.711,nan,nan,nan,nan
2452,0,12.43,45,350,0,50,0,0,0,504.711,nan,nan,nan,nan
2453,0,11.96,45,350,0,50,0,0,0,342.711,nan,nan,nan,nan
2454,108.68,14.93,50,350,7.00176,178.571,0,1.44036,74.9288,187.917,nan,nan,nan,nan
2455,501.47,17.91,70,350,52.195,307.143,0,2.68431,347.235,123.819,nan,nan,nan,nan
2456,687.49,20.88,70,350,81.7386,307.143,0,4.2037,463.461,166.078,nan,nan,nan,nan
2457,767.55,22.72,100,350,87.4248,307.143,0,4.49613,491.963,120.808,nan,nan,nan,nan
2458,823.89,24.56,100,350,88.4219,307.143,0,4.54741,496.885,79.1269,nan,nan,nan,nan
2459,839.07,26.4,100,350,85.2312,307.143,0,4.38332,480.745,25.9594,nan,nan,nan,nan
2460,834.57,27.09,90,350,82.8092,307.143,0,4.25876,468.538,0.0723355,nan,nan,nan,nan
2461,845.77,27.77,80,350,86.0053,307.143,0,4.42313,484.584,21.6912,nan,nan,nan,nan
2462,839.64,28.45,47,350,90.3455,307.143,0,4.64634,506.383,177.735,nan,nan,nan,nan
2463,795.37,27.56,53,350,91.0155,307.143,0,4.6808,509.795,314.591,nan,nan,nan,nan
2464,733.56,26.66,79,350,87.9694,307.143,0,4.52414,494.519,346.881,nan,nan,nan,nan
2465,583.25,25.76,50,350,89.0292,264.286,0,9.15729,403.863,487.386,nan,nan,nan,nan
2466,299.44,23.13,20,350,80.8438,178.571,0,16.6307,206.447,706.423,nan,nan,nan,nan
2467,0,20.51,0,350,0,50,0,0,0,706.423,nan,nan,nan,nan
2468,0,17.88,0,350,0,50,0,0,0,706.423,nan,nan,nan,nan
2469,0,17.54,0,350,0,50,0,0,0,706.423,nan,nan,nan,nan
2470,0,17.2,0,350,0,50,0,0,0,706.423,nan,nan,nan,nan
2471,0,16.85,0,350,0,50,0,0,0,706.423,nan,nan,nan,nan
2472,0,15.64,0,350,0,50,0,0,0,706.423,nan,nan,nan,nan
2473,0,14.42,0,350,0,50,0,0,0,706.423,nan,nan,nan,nan
2474,0,13.2,0,350,0,50,0,0,0,706.423,nan,nan,nan,nan
2475,0,12.94,0,350,0,50,0,0,0,706.423,nan,nan,nan,nan
2476,0,12.69,45,350,0,50,0,0,0,544.423,nan,nan,nan,nan
2477,0,12.44,45,350,0,50,0,0,0,382.423,nan,nan,nan,nan
2478,133.57,14.95,50,350,4.81516,221.429,0,0.74291,92.0227,219.758,nan,nan,nan,nan
2479,326.14,17.45,70,350,57.6166,221.429,0,8.88942,225.921,175.178,nan,nan,nan,nan
2480,510.36,19.96,70,350,69.6935,264.286,0,7.16848,344.587,174.075,nan,nan,nan,nan
2481,754.82,21.84,100,350,83.9334,307.143,0,4.31658,485.165,116.235,nan,nan,nan,nan
2482,839.81,23.72,100,350,90.7398,307.143,0,4.66662,508.57,82.8981,nan,nan,nan,nan
2483,855.93,25.6,100,350,87.6517,307.143,0,4.5078,492.954,38.4444,nan,nan,nan,nan
2484,835.16,25.65,90,350,83.3868,307.143,0,4.28846,471.51,14.6368,nan,nan,nan,nan
2485,862.64,25.7,80,350,88.4183,307.143,0,4.54723,496.818,44.9427,nan,nan,nan,nan
2486,839.4,25.75,47,350,90.7052,307.143,0,4.66484,508.322,202.281,nan,nan,nan,nan
2487,825.94,25.09,53,350,95.1844,307.143,0,4.8952,530.878,354.145,nan,nan,nan,nan
2488,748.86,24.43,79,350,90.1558,307.143,0,4.63658,505.618,394.306,nan,nan,nan,nan
2489,596.09,23.77,50,350,71.7169,307.143,0,3.6883,412.918,472.487,nan,nan,nan,nan
2490,327.84,21.52,20,350,64.0633,221.429,0,9.88406,225.865,631.115,nan,nan,nan,nan
2491,0,19.26,0,350,0,50,0,0,0,631.115,nan,nan,nan,nan
2492,0,17.01,0,350,0,50,0,0,0,631.115,nan,nan,nan,nan
2493,0,16.5,0,350,0,50,0,0,0,631.115,nan,nan,nan,nan
2494,0,15.99,0,350,0,50,0,0,0,631.115,nan,nan,nan,nan
2495,0,15.48,0,350,0,50,0,0,0,631.115,nan,nan,nan,nan
2496,0,15.06,0,350,0,50,0,0,0,631.115,nan,nan,nan,nan
2497,0,14.64,0,350,0,50,0,0,0,631.115,nan,nan,nan,nan
2498,0,14.22,0,350,0,50,0,0,0,631.115,nan,nan,nan,nan
2499,0,14.07,0,350,0,50,0,0,0,631.115,nan,nan,nan,nan
2500,0,13.93,45,350,0,50,0,0,0,469.115,nan,nan,nan,nan
2501,0,13.79,45,350,0,50,0,0,0,307.115,nan,nan,nan,nan
2502,154.97,15.63,50,350,19.6598,178.571,0,4.0443,106.686,197.89,nan,nan,nan,nan
2503,511.03,17.47,70,350,69.3792,264.286,0,7.13615,354.124,195.655,nan,nan,nan,nan
2504,679.47,19.31,70,350,99.6653,264.286,0,10.2513,459.458,302.45,nan,nan,nan,nan
2505,770.93,20.79,100,350,86.243,307.143,0,4.43535,496.882,252.925,nan,nan,nan,nan
2506,841.23,22.26,100,350,91.2943,307.143,0,4.69513,511.484,221.584,nan,nan,nan,nan
2507,839.8,23.73,100,350,86.2651,307.143,0,4.43649,486.127,172.139,nan,nan,nan,nan
2508,851.57,23.86,90,350,85.7296,307.143,0,4.40895,483.429,156.765,nan,nan,nan,nan
2509,846.21,23.98,80,350,109.532,264.286,0,11.2661,489.837,263.08,nan,nan,nan,nan
2510,0,24.1,47,350,0,50,0,0,0,93.8797,nan,nan,nan,nan
2511,811.33,23.29,53,350,102.048,264.286,0,10.4964,522.921,270.452,nan,nan,nan,nan
2512,681.66,22.47,79,350,100.055,264.286,0,10.2913,460.939,346.249,nan,nan,nan,nan
2513,491.59,21.65,50,350,71.335,264.286,0,7.33731,340.652,423.055,nan,nan,nan,nan
2514,120.63,20.41,20,350,31.6866,178.571,0,6.51839,83.045,465.127,nan,nan,nan,nan
2515,0,19.16,0,350,0,50,0,0,0,465.127,nan,nan,nan,nan
2516,0,17.92,0,350,0,50,0,0,0,465.127,nan,nan,nan,nan
2517,0,17.43,0,350,0,50,0,0,0,465.127,nan,nan,nan,nan
2518,0,16.94,0,350,0,50,0,0,0,465.127,nan,nan,nan,nan
2519,0,16.44,0,350,0,50,0,0,0,465.127,nan,nan,nan,nan
2520,0,15.87,0,350,0,50,0,0,0,465.127,nan,nan,nan,nan
2521,0,15.29,0,350,0,50,0,0,0,465.127,nan,nan,nan,nan
2522,0,14.72,0,350,0,50,0,0,0,465.127,nan,nan,nan,nan
2523,0,14.46,0,350,0,50,0,0,0,465.127,nan,nan,nan,nan
2524,0,14.2,45,350,0,50,0,0,0,303.127,nan,nan,nan,nan
2525,0,13.94,45,350,0,50,0,0,0,141.127,nan,nan,nan,nan
2526,188.12,15.53,50,350,15.9834,221.429,0,2.46601,129.405,18.6667,nan,nan,nan,nan
2527,535.95,17.12,70,350,76.0871,264.286,0,7.8261,371.511,40.5804,nan,nan,nan,nan
2528,682.17,18.71,70,350,100.255,264.286,0,10.3119,461.957,149.497,nan,nan,nan,nan
2529,771.13,20.04,100,350,86.5281,307.143,0,4.45002,498.347,100.999,nan,nan,nan,nan
2530,841.4,21.37,100,350,91.7112,307.143,0,4.71658,513.608,71.159,nan,nan,nan,nan
2531,823.84,22.69,100,350,84.896,307.143,0,4.36608,479.268,16.7845,nan,nan,nan,nan
2532,852.21,22.85,90,350,86.3165,307.143,0,4.43914,486.408,3.52404,nan,nan,nan,nan
2533,847.07,23.01,80,350,87.5847,307.143,0,4.50435,492.782,30.8288,nan,nan,nan,nan
2534,856.42,23.17,47,350,93.5499,307.143,0,4.81114,522.777,198.408,nan,nan,nan,nan
2535,812.77,22.38,53,350,94.0354,307.143,0,4.83611,525.257,346.136,nan,nan,nan,nan
2536,738.13,21.59,79,350,88.976,307.143,0,4.57591,499.853,382.049,nan,nan,nan,nan
2537,624.13,20.8,50,350,75.6024,307.143,0,3.88812,432.636,474.218,nan,nan,nan,nan
2538,335.51,19.48,20,350,94.7559,178.571,0,19.4926,230.792,743.339,nan,nan,nan,nan
2539,0,18.17,0,350,0,50,0,0,0,743.339,nan,nan,nan,nan
2540,0,16.85,0,350,0,50,0,0,0,743.339,nan,nan,nan,nan
2541,0,16.38,0,350,0,50,0,0,0,743.339,nan,nan,nan,nan
2542,0,15.91,0,350,0,50,0,0,0,743.339,nan,nan,nan,nan
2543,0,15.44,0,350,0,50,0,0,0,743.339,nan,nan,nan,nan
2544,0,14.94,0,350,0,50,0,0,0,743.339,nan,nan,nan,nan
2545,0,14.43,0,350,0,50,0,0,0,743.339,nan,nan,nan,nan
2546,0,13.92,0,350,0,50,0,0,0,743.339,nan,nan,nan,nan
2547,0,13.73,0,350,0,50,0,0,0,743.339,nan,nan,nan,nan
2548,0,13.55,45,350,0,50,0,0,0,581.339,nan,nan,nan,nan
2549,0,13.36,45,350,0,50,0,0,0,419.339,nan,nan,nan,nan
2550,190.16,15.08,50,350,29.2059,178.571,0,6.00807,130.7,344.481,nan,nan,nan,nan
2551,480.69,16.79,70,350,122.681,178.571,0,25.2371,333.3,534.13,nan,nan,nan,nan
2552,672.12,18.51,70,350,123.033,221.429,0,18.9823,455.794,725.05,nan,nan,nan,nan
2553,84.84,19.78,100,350,88.8239,92.8571,0,27.4085,54.9723,684.816,nan,nan,nan,nan
2554,11.71,21.05,100,350,0,50,0,0,7.17567,324.816,nan,nan,nan,nan
2555,0,22.31,100,350,0,50,9.77505,3.51902,0,0.00658729,nan,nan,nan,nan
2556,0,22.17,90,350,0,50,90,32.4,0,0.00658729,nan,nan,nan,nan
2557,0,22.03,80,350,0,50,80,28.8,0,0.00658729,nan,nan,nan,nan
2558,0,21.89,47,350,0,50,47,16.92,0,0.00658729,nan,nan,nan,nan
2559,100.88,21.41,53,350,50.1931,92.8571,2.8069,16.4986,65.3654,0.00658729,nan,nan,nan,nan
2560,239.35,20.93,79,350,79.6447,135.714,0,20.4801,162.314,2.32755,nan,nan,nan,nan
2561,650.56,20.45,50,350,165.362,178.571,0,34.0174,451.084,417.632,nan,nan,nan,nan
2562,445.78,19.24,20,350,112.019,178.571,0,23.044,306.392,748.902,nan,nan,nan,nan
2563,0,18.04,0,350,0,50,0,0,0,748.902,nan,nan,nan,nan
2564,0,16.83,0,350,0,50,0,0,0,748.902,nan,nan,nan,nan
2565,0,16.3,0,350,0,50,0,0,0,748.902,nan,nan,nan,nan
2566,0,15.77,0,350,0,50,0,0,0,748.902,nan,nan,nan,nan
2567,0,15.24,0,350,0,50,0,0,0,748.902,nan,nan,nan,nan
2568,0,14.65,0,350,0,50,0,0,0,748.902,nan,nan,nan,nan
2569,0,14.05,0,350,0,50,0,0,0,748.902,nan,nan,nan,nan
2570,0,13.46,0,350,0,50,0,0,0,748.902,nan,nan,nan,nan
2571,0,13.34,0,350,0,50,0,0,0,748.902,nan,nan,nan,nan
2572,0,13.23,45,350,0,50,0,0,0,586.902,nan,nan,nan,nan
2573,0,13.11,45,350,0,50,0,0,0,424.902,nan,nan,nan,nan
2574,51.23,14.76,50,350,13.5738,92.8571,0,4.18848,35.1811,293.768,nan,nan,nan,nan
2575,608.79,16.4,70,350,106.578,221.429,0,16.4435,422.224,425.449,nan,nan,nan,nan
2576,768.13,18.05,70,350,145.869,221.429,0,22.5054,521.613,698.576,nan,nan,nan,nan
2577,312.46,18.31,100,350,75.1175,178.571,0,15.4528,202.978,608.999,nan,nan,nan,nan
2578,133.42,18.57,100,350,108.416,92.8571,0,33.4539,82.0667,639.295,nan,nan,nan,nan
2579,6.98,18.83,100,350,0,50,0,0,4.09997,279.295,nan,nan,nan,nan
2580,1.12,18.9,90,350,0,50,12.4201,4.47123,0.645968,0.00695275,nan,nan,nan,nan
2581,0,18.97,80,350,0,50,80,28.8,0,0.00695275,nan,nan,nan,nan
2582,0,19.03,47,350,0,50,47,16.92,0,0.00695275,nan,nan,nan,nan
2583,0,18.55,53,350,0,50,53,19.08,0,0.00695275,nan,nan,nan,nan
2584,0,18.07,79,350,0,50,79,28.44,0,0.00695275,nan,nan,nan,nan
2585,89.47,17.59,50,350,46.0957,92.8571,3.9043,15.6294,62.0516,0.00695275,nan,nan,nan,nan
2586,355.43,17.07,20,350,128.394,135.714,0,33.0156,244.084,390.225,nan,nan,nan,nan
2587,0,16.56,0,350,0,50,0,0,0,390.225,nan,nan,nan,nan
2588,0,16.04,0,350,0,50,0,0,0,390.225,nan,nan,nan,nan
2589,0,15.88,0,350,0,50,0,0,0,390.225,nan,nan,nan,nan
2590,0,15.72,0,350,0,50,0,0,0,390.225,nan,nan,nan,nan
2591,0,15.55,0,350,0,50,0,0,0,390.225,nan,nan,nan,nan
2592,0,15.36,0,350,0,50,0,0,0,390.225,nan,nan,nan,nan
2593,0,15.16,0,350,0,50,0,0,0,390.225,nan,nan,nan,nan
2594,0,14.96,0,350,0,50,0,0,0,390.225,nan,nan,nan,nan
2595,0,14.81,0,350,0,50,0,0,0,390.225,nan,nan,nan,nan
2596,0,14.66,45,350,0,50,0,0,0,228.225,nan,nan,nan,nan
2597,0,14.51,45,350,0,50,0,0,0,66.2252,nan,nan,nan,nan
2598,24.25,15.35,50,350,0,50,31.6046,11.3777,16.6384,0.00185535,nan,nan,nan,nan
2599,126.31,16.2,70,350,76.267,92.8571,0,23.5338,87.6199,22.5632,nan,nan,nan,nan
2600,740.96,17.04,70,350,130.937,221.429,0,20.2017,503.825,241.937,nan,nan,nan,nan
2601,835.91,18.13,100,350,152.665,221.429,0,23.554,544.376,431.529,nan,nan,nan,nan
2602,752.04,19.21,100,350,179.133,178.571,0,36.8502,464.293,716.407,nan,nan,nan,nan
2603,300.37,20.29,100,350,101.352,135.714,0,26.0619,177.26,721.273,nan,nan,nan,nan
2604,5.56,20.58,90,350,12.8101,92.8571,0,3.95282,3.22304,443.389,nan,nan,nan,nan
2605,104.26,20.87,80,350,58.3818,92.8571,0,18.015,61.5279,365.564,nan,nan,nan,nan
2606,0,21.15,47,350,0,50,0,0,0,196.364,nan,nan,nan,nan
2607,0,20.25,53,350,0,50,0,0,0,5.56372,nan,nan,nan,nan
2608,0,19.34,79,350,0,50,77.4559,27.8841,0,0.0049999,nan,nan,nan,nan
2609,13.88,18.43,50,350,0,50,50,18,9.62841,0.0049999,nan,nan,nan,nan
2610,0,17.28,20,350,0,50,20,7.2,0,0.0049999,nan,nan,nan,nan
2611,0,16.13,0,350,0,50,0,0,0,0.0049999,nan,nan,nan,nan
2612,0,14.98,0,350,0,50,0,0,0,0.0049999,nan,nan,nan,nan
2613,0,14.7,0,350,0,50,0,0,0,0.0049999,nan,nan,nan,nan
2614,0,14.43,0,350,0,50,0,0,0,0.0049999,nan,nan,nan,nan
2615,0,14.15,0,350,0,50,0,0,0,0.0049999,nan,nan,nan,nan
2616,0,14.01,0,350,0,50,0,0,0,0.0049999,nan,nan,nan,nan
2617,0,13.86,0,350,0,50,0,0,0,0.0049999,nan,nan,nan,nan
2618,0,13.71,0,350,0,50,0,0,0,0.0049999,nan,nan,nan,nan
2619,0,13.61,0,350,0,50,0,0,0,0.0049999,nan,nan,nan,nan
2620,0,13.52,45,350,0,50,44.9986,16.1995,0,1.99996e-08,nan,nan,nan,nan
2621,0,13.42,45,350,0,50,45,16.2,0,1.99996e-08,nan,nan,nan,nan
2622,276.47,14.54,50,350,52.579,178.571,0,10.8162,189.516,9.28435,nan,nan,nan,nan
2623,563.84,15.67,70,350,103.709,221.429,0,16.0008,391.195,130.637,nan,nan,nan,nan
2624,730.98,16.79,70,350,138.702,221.429,0,21.3997,497.669,377.965,nan,nan,nan,nan
2625,650.64,17.26,100,350,116.955,221.429,0,18.0446,424.755,439.004,nan,nan,nan,nan
2626,186.29,17.73,100,350,160.976,92.8571,0,49.6727,115.428,658.52,nan,nan,nan,nan
2627,0,18.2,100,350,0,50,0,0,0,298.52,nan,nan,nan,nan
2628,0,18.06,90,350,0,50,7.0784,2.54822,0,0.00191395,nan,nan,nan,nan
2629,0,17.91,80,350,0,50,80,28.8,0,0.00191395,nan,nan,nan,nan
2630,0,17.76,47,350,0,50,47,16.92,0,0.00191395,nan,nan,nan,nan
2631,0,17.11,53,350,0,50,53,19.08,0,0.00191395,nan,nan,nan,nan
2632,38.45,16.46,79,350,3.23766,92.8571,75.7623,28.2735,26.1777,0.00191395,nan,nan,nan,nan
2633,691.95,15.81,50,350,123.851,221.429,0,19.1084,480.079,265.864,nan,nan,nan,nan
2634,459.94,15.22,20,350,119.784,178.571,0,24.6413,315.282,625.087,nan,nan,nan,nan
2635,0,14.63,0,350,0,50,0,0,0,625.087,nan,nan,nan,nan
2636,0,14.04,0,350,0,50,0,0,0,625.087,nan,nan,nan,nan
2637,0,13.79,0,350,0,50,0,0,0,625.087,nan,nan,nan,nan
2638,0,13.54,0,350,0,50,0,0,0,625.087,nan,nan,nan,nan
2639,0,13.28,0,350,0,50,0,0,0,625.087,nan,nan,nan,nan
2640,0,13.05,0,350,0,50,0,0,0,625.087,nan,nan,nan,nan
2641,0,12.82,0,350,0,50,0,0,0,625.087,nan,nan,nan,nan
2642,0,12.59,0,350,0,50,0,0,0,625.087,nan,nan,nan,nan
2643,0,12.64,0,350,0,50,0,0,0,625.087,nan,nan,nan,nan
2644,0,12.7,45,350,0,50,0,0,0,463.087,nan,nan,nan,nan
2645,0,12.75,45,350,0,50,0,0,0,301.087,nan,nan,nan,nan
2646,0,13.32,50,350,0,50,0,0,0,121.087,nan,nan,nan,nan
2647,556.16,13.9,70,350,130.787,178.571,0,26.9048,385.917,339.922,nan,nan,nan,nan
2648,438.13,14.47,70,350,108.88,178.571,0,22.3981,298.654,479.889,nan,nan,nan,nan
2649,481.22,15.13,100,350,80.95,221.429,0,12.4894,314.9,411.309,nan,nan,nan,nan
2650,652.65,15.78,100,350,155.827,178.571,0,32.0559,405.824,612.287,nan,nan,nan,nan
2651,621.03,16.43,100,350,137.241,178.571,0,28.2324,369.824,746.354,nan,nan,nan,nan
2652,0,16.69,90,350,0,50,0,0,0,422.354,nan,nan,nan,nan
2653,0,16.94,80,350,0,50,0,0,0,134.354,nan,nan,nan,nan
2654,0,17.19,47,350,0,50,9.68131,3.48527,0,0.00653203,nan,nan,nan,nan
2655,349.79,16.87,53,350,245.349,92.8571,0,75.7077,228.895,692.464,nan,nan,nan,nan
2656,103.9,16.55,79,350,69.2871,92.8571,0,21.38,70.8241,657.497,nan,nan,nan,nan
2657,60.23,16.23,50,350,34.5531,92.8571,0,10.6621,41.7934,601.888,nan,nan,nan,nan
2658,6.03,15.61,20,350,0,50,0,0,4.12954,529.888,nan,nan,nan,nan
2659,0,15,0,350,0,50,0,0,0,529.888,nan,nan,nan,nan
2660,0,14.38,0,350,0,50,0,0,0,529.888,nan,nan,nan,nan
2661,0,14,0,350,0,50,0,0,0,529.888,nan,nan,nan,nan
2662,0,13.63,0,350,0,50,0,0,0,529.888,nan,nan,nan,nan
2663,0,13.25,0,350,0,50,0,0,0,529.888,nan,nan,nan,nan
2664,0,12.87,0,350,0,50,0,0,0,529.888,nan,nan,nan,nan
2665,0,12.48,0,350,0,50,0,0,0,529.888,nan,nan,nan,nan
2666,0,12.1,0,350,0,50,0,0,0,529.888,nan,nan,nan,nan
2667,0,11.84,0,350,0,50,0,0,0,529.888,nan,nan,nan,nan
2668,0,11.59,45,350,0,50,0,0,0,367.888,nan,nan,nan,nan
2669,0,11.33,45,350,0,50,0,0,0,205.888,nan,nan,nan,nan
2670,41.98,12.72,50,350,5.70199,92.8571,0,1.75947,28.7211,46.4156,nan,nan,nan,nan
2671,77.44,14.1,70,350,48.4886,92.8571,8.61892,18.065,53.7404,0.00273974,nan,nan,nan,nan
2672,235.9,15.49,70,350,78.6432,135.714,0,20.2225,160.992,31.1184,nan,nan,nan,nan
2673,305.93,16.19,100,350,236.933,92.8571,0,73.1108,200.657,524.077,nan,nan,nan,nan
2674,0,16.88,100,350,0,50,0,0,0,164.077,nan,nan,nan,nan
2675,98.78,17.57,100,350,42.2949,92.8571,12.129,17.4175,59.0814,0.003459,nan,nan,nan,nan
2676,4.41,17.75,90,350,0,50,90,32.4,2.59384,0.003459,nan,nan,nan,nan
2677,1.12,17.93,80,350,0,50,80,28.8,0.669884,0.003459,nan,nan,nan,nan
2678,13.4,18.11,47,350,0,50,47,16.92,8.36107,0.003459,nan,nan,nan,nan
2679,0,17.49,53,350,0,50,53,19.08,0,0.003459,nan,nan,nan,nan
2680,0,16.87,79,350,0,50,79,28.44,0,0.003459,nan,nan,nan,nan
2681,0,16.24,50,350,0,50,50,18,0,0.003459,nan,nan,nan,nan
2682,17.8,15.48,20,350,0,50,20,7.2,12.1781,0.003459,nan,nan,nan,nan
2683,0,14.73,0,350,0,50,0,0,0,0.003459,nan,nan,nan,nan
2684,0,13.97,0,350,0,50,0,0,0,0.003459,nan,nan,nan,nan
2685,0,13.79,0,350,0,50,0,0,0,0.003459,nan,nan,nan,nan
2686,0,13.62,0,350,0,50,0,0,0,0.003459,nan,nan,nan,nan
2687,0,13.44,0,350,0,50,0,0,0,0.003459,nan,nan,nan,nan
2688,0,12.3,0,350,0,50,0,0,0,0.003459,nan,nan,nan,nan
2689,0,11.15,0,350,0,50,0,0,0,0.003459,nan,nan,nan,nan
2690,0,9.99999,0,350,0,50,0,0,0,0.003459,nan,nan,nan,nan
2691,0,9.80001,0,350,0,50,0,0,0,0.003459,nan,nan,nan,nan
2692,0,9.61001,45,350,0,50,44.999,16.1997,0,1.3836e-08,nan,nan,nan,nan
2693,0,9.42001,45,350,0,50,45,16.2,0,1.3836e-08,nan,nan,nan,nan
2694,191.14,11.59,50,350,54.0197,135.714,0,13.8908,130.638,14.471,nan,nan,nan,nan
2695,418.8,13.77,70,350,70.4808,221.429,0,10.8742,290.648,16.2019,nan,nan,nan,nan
2696,631.32,15.94,70,350,90.3535,264.286,0,9.2935,431.336,89.4745,nan,nan,nan,nan
2697,528.18,16.85,100,350,97.0127,221.429,0,14.9677,347.211,78.7203,nan,nan,nan,nan
2698,640.12,17.76,100,350,83.076,264.286,0,8.54496,400.76,17.7938,nan,nan,nan,nan
2699,997.36,18.67,100,350,132.985,264.286,0,13.6785,599.088,136.541,nan,nan,nan,nan
2700,1040.74,18.84,90,350,136.779,264.286,0,14.0687,614.975,304.946,nan,nan,nan,nan
2701,1021.42,19,80,350,136.438,264.286,0,14.0337,613.54,508.124,nan,nan,nan,nan
2702,462.79,19.16,47,350,113.928,178.571,0,23.4366,289.739,749.064,nan,nan,nan,nan
2703,0,18.81,53,350,0,50,0,0,0,558.264,nan,nan,nan,nan
2704,70.49,18.46,79,350,4.94241,135.714,0,1.2709,48.1608,291.657,nan,nan,nan,nan
2705,523.97,18.11,50,350,69.0963,264.286,0,7.10704,363.636,360.403,nan,nan,nan,nan
