hour(h),DNI(W/m2),Tamb(°C),mdotDemand(kg/s),Tdemand(°C),mdotSF(kg/s),TSF(°C),mdotAux(kg/s),qBoiler(MWh),qAbs(W/m2),Mstor(t),Tstor(°C),mdotStToBoiler(kg/s),mdotSFToBoiler(kg/s),mdotSFToSt(kg/s) 
2564,0,16.83,0,350,0,50,0,0,0,133.379,336.306,-0,0,0
2565,0,16.3,0,350,0,50,0,0,0,133.379,332.936,-0,0,0
2566,0,15.77,0,350,0,50,0,0,0,133.379,329.596,-0,0,0
2567,0,15.24,0,350,0,50,0,0,0,133.379,326.285,-0,0,0
2568,0,14.65,0,350,0,50,0,0,0,133.379,326.285,0,0,0
2569,0,14.05,0,350,0,50,0,0,0,133.379,322.997,-0,0,0
2570,0,13.46,0,350,0,50,0,0,0,133.379,319.737,-0,0,0
2571,0,13.34,0,350,0,50,0,0,0,133.379,316.51,-0,0,0
2572,0,13.23,45,350,0,50,7.95038,4.49309,0,0,313.316,37.0496,0,0
2573,0,13.11,45,350,0,50,45,16.2,0,0,13.11,-0,0,0
2574,51.23,14.76,50,350,0,135.714,50,18,35.1811,0,14.76,-0,0,0
2575,608.79,16.4,70,350,51.7644,350,18.2356,6.56481,422.224,0,16.4,-0,51.7644,0
2576,768.13,18.05,70,350,77.8624,350,0,0,521.613,28.3046,334.146,0,70,7.86239
2577,312.46,18.31,100,350,23.5633,350,68.5744,24.9787,202.978,0,319.062,7.86239,23.5633,0
2578,133.42,18.57,100,350,2.95638,350,97.0436,34.9357,82.0667,0,18.57,-0,2.95638,0
2579,6.98,18.83,100,350,0,50,100,36,4.09997,0,18.83,-0,0,0
2580,1.12,18.9,90,350,0,50,90,32.4,0.645968,0,18.9,-0,0,0
2581,0,18.97,80,350,0,50,80,28.8,0,0,18.97,-0,0,0
2582,0,19.03,47,350,0,50,47,16.92,0,0,19.03,-0,0,0
2583,0,18.55,53,350,0,50,53,19.08,0,0,18.55,-0,0,0
2584,0,18.07,79,350,0,50,79,28.44,0,0,18.07,-0,0,0
2585,89.47,17.59,50,350,0,221.429,50,18,62.0516,0,17.59,-0,0,0
2586,355.43,17.07,20,350,25.0572,350,0,0,244.084,18.206,325.917,0,20,5.05722
2587,0,16.56,0,350,0,50,0,0,0,18.206,303.54,-0,0,0
2588,0,16.04,0,350,0,50,0,0,0,18.206,282.743,-0,0,0
2589,0,15.88,0,350,0,50,0,0,0,18.206,263.44,-0,0,0
2590,0,15.72,0,350,0,50,0,0,0,18.206,245.521,-0,0,0
2591,0,15.55,0,350,0,50,0,0,0,18.206,228.886,-0,0,0
2592,0,15.36,0,350,0,50,0,0,0,18.206,228.886,0,0,0
2593,0,15.16,0,350,0,50,0,0,0,18.206,213.426,-0,0,0
2594,0,14.96,0,350,0,50,0,0,0,18.206,199.069,-0,0,0
2595,0,14.81,0,350,0,50,0,0,0,18.206,185.741,-0,0,0
2596,0,14.66,45,350,0,50,39.9428,15.4513,0,1.45519e-14,173.366,5.05722,0,0
2597,0,14.51,45,350,0,50,45,16.2,0,1.45519e-14,14.51,-0,0,0
2598,24.25,15.35,50,350,0,50,50,18,16.6384,1.45519e-14,15.35,-0,0,0
2599,126.31,16.2,70,350,0,264.286,70,25.2,87.6199,1.45519e-14,16.2,-0,0,0
2600,740.96,17.04,70,350,71.166,350,0,0,503.825,4.1975,265.85,0,70,1.16597
2601,835.91,18.13,100,350,81.7392,350,17.0948,6.35946,544.376,1.45519e-14,203.243,1.16597,81.7392,0
2602,752.04,19.21,100,350,68.0986,350,31.9014,11.4845,464.293,1.45519e-14,19.21,-0,68.0986,0
2603,300.37,20.29,100,350,19.196,350,80.804,29.0894,177.26,1.45519e-14,20.29,-0,19.196,0
2604,5.56,20.58,90,350,0,50,90,32.4,3.22304,1.45519e-14,20.58,-0,0,0
2605,104.26,20.87,80,350,0,221.429,80,28.8,61.5279,1.45519e-14,20.87,-0,0,0
2606,0,21.15,47,350,0,50,47,16.92,0,1.45519e-14,21.15,-0,0,0
2607,0,20.25,53,350,0,50,53,19.08,0,1.45519e-14,20.25,-0,0,0
2608,0,19.34,79,350,0,50,79,28.44,0,1.45519e-14,19.34,-0,0,0
2609,13.88,18.43,50,350,0,50,50,18,9.62841,1.45519e-14,18.43,-0,0,0
2610,0,17.28,20,350,0,50,20,7.2,0,1.45519e-14,17.28,-0,0,0
2611,0,16.13,0,350,0,50,0,0,0,1.45519e-14,16.13,-0,0,0
2612,0,14.98,0,350,0,50,0,0,0,1.45519e-14,14.98,-0,0,0
2613,0,14.7,0,350,0,50,0,0,0,1.45519e-14,14.7,-0,0,0
2614,0,14.43,0,350,0,50,0,0,0,1.45519e-14,14.43,-0,0,0
2615,0,14.15,0,350,0,50,0,0,0,1.45519e-14,14.15,-0,0,0
2616,0,14.01,0,350,0,50,0,0,0,1.45519e-14,14.15,0,0,0
2617,0,13.86,0,350,0,50,0,0,0,1.45519e-14,13.86,-0,0,0
2618,0,13.71,0,350,0,50,0,0,0,1.45519e-14,13.71,-0,0,0
2619,0,13.61,0,350,0,50,0,0,0,1.45519e-14,13.61,-0,0,0
2620,0,13.52,45,350,0,50,45,16.2,0,1.45519e-14,13.52,-0,0,0
2621,0,13.42,45,350,0,50,45,16.2,0,1.45519e-14,13.42,-0,0,0
2622,276.47,14.54,50,350,8.44667,350,41.5533,14.9592,189.516,1.45519e-14,14.54,-0,8.44667,0
2623,563.84,15.67,70,350,55.6288,350,14.3712,5.17365,391.195,1.45519e-14,15.67,-0,55.6288,0
2624,730.98,16.79,70,350,73.7787,350,0,0,497.669,13.6033,318.513,0,70,3.7787
2625,650.64,17.26,100,350,61.348,350,34.8733,12.8262,424.755,6.54836e-14,290.045,3.7787,61.348,0
2626,186.29,17.73,100,350,8.63809,350,91.3619,32.8903,115.428,6.54836e-14,17.73,-0,8.63809,0
2627,0,18.2,100,350,0,50,100,36,0,6.54836e-14,18.2,-0,0,0
2628,0,18.06,90,350,0,50,90,32.4,0,6.54836e-14,18.06,-0,0,0
2629,0,17.91,80,350,0,50,80,28.8,0,6.54836e-14,17.91,-0,0,0
2630,0,17.76,47,350,0,50,47,16.92,0,6.54836e-14,17.76,-0,0,0
2631,0,17.11,53,350,0,50,53,19.08,0,6.54836e-14,17.11,-0,0,0
2632,38.45,16.46,79,350,0,135.714,79,28.44,26.1777,6.54836e-14,16.46,-0,0,0
2633,691.95,15.81,50,350,61.5917,350,0,0,480.079,41.73,339.005,0,50,11.5917
2634,459.94,15.22,20,350,42.6585,350,0,0,315.282,123.301,342.511,0,20,22.6585
2635,0,14.63,0,350,0,50,0,0,0,123.301,338.778,-0,0,0
2636,0,14.04,0,350,0,50,0,0,0,123.301,335.082,-0,0,0
2637,0,13.79,0,350,0,50,0,0,0,123.301,331.425,-0,0,0
2638,0,13.54,0,350,0,50,0,0,0,123.301,327.807,-0,0,0
2639,0,13.28,0,350,0,50,0,0,0,123.301,324.227,-0,0,0
2640,0,13.05,0,350,0,50,0,0,0,123.301,324.227,0,0,0
2641,0,12.82,0,350,0,50,0,0,0,123.301,320.682,-0,0,0
2642,0,12.59,0,350,0,50,0,0,0,123.301,317.175,-0,0,0
2643,0,12.64,0,350,0,50,0,0,0,123.301,313.709,-0,0,0
2644,0,12.7,45,350,0,50,10.7498,5.50234,0,0,310.282,34.2502,0,0
2645,0,12.75,45,350,0,50,45,16.2,0,0,12.75,-0,0,0
2646,0,13.32,50,350,0,50,50,18,0,0,13.32,-0,0,0
2647,556.16,13.9,70,350,41.8751,350,28.1249,10.125,385.917,0,13.9,-0,41.8751,0
2648,438.13,14.47,70,350,39.82,350,30.18,10.8648,298.654,0,14.47,-0,39.82,0
2649,481.22,15.13,100,350,42.594,350,57.406,20.6662,314.9,0,15.13,-0,42.594,0
2650,652.65,15.78,100,350,58.0924,350,41.9076,15.0867,405.824,0,15.78,-0,58.0924,0
2651,621.03,16.43,100,350,51.9642,350,48.0358,17.2929,369.824,0,16.43,-0,51.9642,0
2652,0,16.69,90,350,0,50,90,32.4,0,0,16.69,-0,0,0
2653,0,16.94,80,350,0,50,80,28.8,0,0,16.94,-0,0,0
2654,0,17.19,47,350,0,50,47,16.92,0,0,17.19,-0,0,0
2655,349.79,16.87,53,350,15.1445,350,37.8555,13.628,228.895,0,16.87,-0,15.1445,0
2656,103.9,16.55,79,350,1.0211,350,77.9789,28.0724,70.8241,0,16.55,-0,1.0211,0
2657,60.23,16.23,50,350,0,350,50,18,41.7934,0,16.23,-0,0,0
2658,6.03,15.61,20,350,0,50,20,7.2,4.12954,0,15.61,-0,0,0
2659,0,15,0,350,0,50,0,0,0,0,15,-0,0,0
2660,0,14.38,0,350,0,50,0,0,0,0,14.38,-0,0,0
2661,0,14,0,350,0,50,0,0,0,0,14,-0,0,0
2662,0,13.63,0,350,0,50,0,0,0,0,13.63,-0,0,0
2663,0,13.25,0,350,0,50,0,0,0,0,13.25,-0,0,0
2664,0,12.87,0,350,0,50,0,0,0,0,13.25,0,0,0
2665,0,12.48,0,350,0,50,0,0,0,0,12.48,-0,0,0
2666,0,12.1,0,350,0,50,0,0,0,0,12.1,-0,0,0
2667,0,11.84,0,350,0,50,0,0,0,0,11.84,-0,0,0
2668,0,11.59,45,350,0,50,45,16.2,0,0,11.59,-0,0,0
2669,0,11.33,45,350,0,50,45,16.2,0,0,11.33,-0,0,0
2670,41.98,12.72,50,350,0,135.714,50,18,28.7211,0,12.72,-0,0,0
2671,77.44,14.1,70,350,0,221.429,70,25.2,53.7404,0,14.1,-0,0,0
2672,235.9,15.49,70,350,10.9069,350,59.0931,21.2735,160.992,0,15.49,-0,10.9069,0
2673,305.93,16.19,100,350,23.1601,350,76.8399,27.6624,200.657,5.11591e-14,16.19,0,23.1601,1.42109e-14
2674,0,16.88,100,350,0,50,100,36,0,5.11591e-14,16.88,-0,0,0
2675,98.78,17.57,100,350,0,221.429,100,36,59.0814,5.11591e-14,17.57,-0,0,0
2676,4.41,17.75,90,350,0,50,90,32.4,2.59384,5.11591e-14,17.75,-0,0,0
2677,1.12,17.93,80,350,0,50,80,28.8,0.669884,5.11591e-14,17.93,-0,0,0
2678,13.4,18.11,47,350,0,50,47,16.92,8.36107,5.11591e-14,18.11,-0,0,0
2679,0,17.49,53,350,0,50,53,19.08,0,5.11591e-14,17.49,-0,0,0
2680,0,16.87,79,350,0,50,79,28.44,0,5.11591e-14,16.87,-0,0,0
2681,0,16.24,50,350,0,50,50,18,0,5.11591e-14,16.24,-0,0,0
2682,17.8,15.48,20,350,0,50,20,7.2,12.1781,5.11591e-14,15.48,-0,0,0
2683,0,14.73,0,350,0,50,0,0,0,5.11591e-14,14.73,-0,0,0
2684,0,13.97,0,350,0,50,0,0,0,5.11591e-14,13.97,-0,0,0
2685,0,13.79,0,350,0,50,0,0,0,5.11591e-14,13.79,-0,0,0
2686,0,13.62,0,350,0,50,0,0,0,5.11591e-14,13.62,-0,0,0
2687,0,13.44,0,350,0,50,0,0,0,5.11591e-14,13.44,-0,0,0
2688,0,12.3,0,350,0,50,0,0,0,5.11591e-14,13.44,0,0,0
2689,0,11.15,0,350,0,50,0,0,0,5.11591e-14,11.15,-0,0,0
2690,0,9.99999,0,350,0,50,0,0,0,5.11591e-14,9.99999,-0,0,0
2691,0,9.80001,0,350,0,50,0,0,0,5.11591e-14,9.80001,-0,0,0
2692,0,9.61001,45,350,0,50,45,16.2,0,0,9.61001,1.42109e-14,0,0
2693,0,9.42001,45,350,0,50,45,16.2,0,0,9.42001,-0,0,0
2694,191.14,11.59,50,350,0,350,50,18,130.638,0,11.59,-0,0,0
2695,418.8,13.77,70,350,38.4697,350,31.5303,11.3509,290.648,0,13.77,-0,38.4697,0
2696,631.32,15.94,70,350,62.4567,350,7.54329,2.71558,431.336,0,15.94,-0,62.4567,0
2697,528.18,16.85,100,350,48.1296,350,51.8704,18.6733,347.211,0,16.85,-0,48.1296,0
2698,640.12,17.76,100,350,57.2608,350,42.7392,15.3861,400.76,0,17.76,-0,57.2608,0
2699,997.36,18.67,100,350,91.0609,350,8.93911,3.21808,599.088,0,18.67,-0,91.0609,0
2700,1040.74,18.84,90,350,93.7699,350,0,0,614.975,13.5717,318.64,0,90,3.76993
2701,1021.42,19,80,350,93.5272,350,0,0,613.54,62.2697,335.939,0,80,13.5272
2702,462.79,19.16,47,350,38.3565,350,0,0.219077,289.739,31.153,328.878,8.64351,38.3565,0
2703,0,18.81,53,350,0,50,44.3464,16.3244,0,0,315.365,8.65361,0,0
2704,70.49,18.46,79,350,0,178.571,79,28.44,48.1608,0,18.46,-0,0,0
2705,523.97,18.11,50,350,43.6309,350,6.36911,2.29288,363.636,0,18.11,-0,43.6309,0
2706,274.47,16.86,20,350,20.9436,350,0,0,187.591,3.39703,251.813,0,20,0.94362
2707,0,15.62,0,350,0,50,0,0,0,3.39703,182.199,-0,0,0
2708,0,14.37,0,350,0,50,0,0,0,3.39703,132.734,-0,0,0
2709,0,13.8,0,350,0,50,0,0,0,3.39703,97.6802,-0,0,0
2710,0,13.24,0,350,0,50,0,0,0,3.39703,72.7928,-0,0,0
2711,0,12.67,0,350,0,50,0,0,0,3.39703,55.0726,-0,0,0
2712,0,12.9,0,350,0,50,0,0,0,3.39703,55.0726,0,0,0
2713,0,13.13,0,350,0,50,0,0,0,3.39703,42.7107,-0,0,0
2714,0,13.36,0,350,0,50,0,0,0,3.39703,34.0601,-0,0,0
2715,0,13.03,0,350,0,50,0,0,0,3.39703,27.8618,-0,0,0
2716,0,12.71,45,350,0,50,44.0564,16.2301,0,0,23.3961,0.94362,0,0
2717,0,12.39,45,350,0,50,45,16.2,0,0,12.39,-0,0,0
2718,231.97,14.15,50,350,3.13194,350,46.8681,16.8725,158.379,0,14.15,-0,3.13194,0
2719,137.87,15.9,70,350,5.27598,350,64.724,23.3006,95.6842,0,15.9,-0,5.27598,0
2720,48.53,17.66,70,350,0,350,70,25.2,33.193,0,17.66,-0,0,0
2721,1.51,18.26,100,350,0,50,100,36,0.994811,0,18.26,-0,0,0
2722,0,18.86,100,350,0,50,100,36,0,0,18.86,-0,0,0
2723,328.8,19.46,100,350,9.97832,350,90.0217,32.4078,198.328,0,19.46,-0,9.97832,0
2724,1009.49,20.01,90,350,91.0989,350,0,0,599.216,3.95605,262.855,0,90,1.0989
2725,1022.21,20.55,80,350,94.0616,350,0,0,616.585,54.5776,335.491,0,80,14.0616
2726,977.64,21.09,47,350,93.6399,350,0,0,614.092,222.481,344.378,0,47,46.6399
2727,895.82,20.54,53,350,89.562,350,0,0,590.18,354.104,345.166,0,53,36.562
2728,0,19.99,79,350,0,50,0,0.581332,0,69.7043,343.868,79,0,0
2729,0,19.44,50,350,0,50,30.6377,11.3225,0,0,337.392,19.3623,0,0
2730,5.75,18.44,20,350,0,50,20,7.2,3.92585,0,18.44,-0,0,0
2731,0,17.43,0,350,0,50,0,0,0,0,17.43,-0,0,0
2732,0,16.43,0,350,0,50,0,0,0,0,16.43,-0,0,0
2733,0,15.91,0,350,0,50,0,0,0,0,15.91,-0,0,0
2734,0,15.4,0,350,0,50,0,0,0,0,15.4,-0,0,0
2735,0,14.88,0,350,0,50,0,0,0,0,14.88,-0,0,0
2736,0,14.17,0,350,0,50,0,0,0,0,14.88,0,0,0
2737,0,13.45,0,350,0,50,0,0,0,0,13.45,-0,0,0
2738,0,12.74,0,350,0,50,0,0,0,0,12.74,-0,0,0
2739,0,12.16,0,350,0,50,0,0,0,0,12.16,-0,0,0
2740,0,11.58,45,350,0,50,45,16.2,0,0,11.58,-0,0,0
2741,0,11,45,350,0,50,45,16.2,0,0,11,-0,0,0
2742,335.04,13.5,50,350,15.0789,350,34.9211,12.5716,228.506,0,13.5,-0,15.0789,0
2743,638.9,16.01,70,350,64.5237,350,5.47627,1.97146,443.402,0,16.01,-0,64.5237,0
2744,795.33,18.51,70,350,81.7762,350,0,0,544.545,42.3942,339.259,0,70,11.7762
2745,906.19,19.49,100,350,90.9375,350,0,0.229481,598.286,9.76923,328.898,9.0625,90.9375,0
2746,993.69,20.46,100,350,95.696,350,1.59032,0.768667,626.185,3.63798e-15,289.764,2.71367,95.696,0
2747,1027.96,21.43,100,350,95.0887,350,4.91127,1.76806,622.59,3.63798e-15,21.43,-0,95.0887,0
2748,1028.8,21.84,90,350,93.5237,350,0,0,613.385,12.6853,316.971,0,90,3.5237
2749,1004.08,22.25,80,350,92.6312,350,0,0,608.127,58.1576,335.158,0,80,12.6312
2750,943.7,22.65,47,350,90.3437,350,0,0,594.683,214.195,343.841,0,47,43.3437
2751,880.45,22.34,53,350,88.0611,350,0,0,581.292,340.415,344.78,0,53,35.0611
2752,817.47,22.02,79,350,84.3817,350,0,0,559.704,359.789,343.792,0,79,5.3817
2753,687.68,21.7,50,350,70.3325,350,0,0,477.256,432.986,343.785,0,50,20.3325
2754,441.59,20.35,20,350,40.3179,350,0,0,301.176,506.131,343.776,0,20,20.3179
2755,0,18.99,0,350,0,50,0,0,0,506.131,342.868,-0,0,0
2756,0,17.64,0,350,0,50,0,0,0,506.131,341.958,-0,0,0
2757,0,16.35,0,350,0,50,0,0,0,506.131,341.047,-0,0,0
2758,0,15.07,0,350,0,50,0,0,0,506.131,340.136,-0,0,0
2759,0,13.78,0,350,0,50,0,0,0,506.131,339.223,-0,0,0
2760,0,13.38,0,350,0,50,0,0,0,506.131,339.223,0,0,0
2761,0,12.98,0,350,0,50,0,0,0,506.131,338.31,-0,0,0
2762,0,12.58,0,350,0,50,0,0,0,506.131,337.399,-0,0,0
2763,0,12.32,0,350,0,50,0,0,0,506.131,336.49,-0,0,0
2764,0,12.07,45,350,0,50,0,0.778549,0,344.131,335.582,45,0,0
2765,0,11.81,45,350,0,50,0,0.850377,0,182.131,334.252,45,0,0
2766,341.22,14.68,50,350,15.7536,350,0,0.748737,232.466,58.8437,331.781,34.2464,15.7536,0
2767,618.64,17.56,70,350,62.1266,350,0,0.242073,429.322,30.4995,324.378,7.87337,62.1266,0
2768,770.11,20.43,70,350,78.9276,350,0,0,527.801,62.6391,330.497,0,70,8.92765
2769,860.07,21.73,100,350,85.9616,350,0,0.443816,569.015,12.1008,323.655,14.0384,85.9616,0
2770,931.23,23.02,100,350,89.322,350,7.31664,2.86758,588.67,0,292.088,3.36134,89.322,0
2771,962.65,24.31,100,350,88.7701,350,11.2299,4.04277,585.364,0,24.31,-0,88.7701,0
2772,957.47,24.62,90,350,86.7221,350,3.27789,1.18004,573.329,0,24.62,-0,86.7221,0
2773,933.79,24.93,80,350,85.7854,350,0,0,567.815,20.8273,329.256,0,80,5.78536
2774,909.97,25.24,47,350,87.0516,350,0,0,575.231,165.013,344.634,0,47,40.0516
2775,848.42,24.63,53,350,84.6752,350,0,0,561.308,279.044,345.196,0,53,31.6752
2776,789.19,24.02,79,350,81.1902,350,0,0,540.878,286.929,343.746,0,79,2.19017
2777,561.43,23.4,50,350,55.413,350,0,0,389.619,306.415,342.665,0,50,5.413
2778,390.37,21.26,20,350,34.323,350,0,0,265.951,357.978,342.447,0,20,14.323
2779,0,19.12,0,350,0,50,0,0,0,357.978,341.17,-0,0,0
2780,0,16.98,0,350,0,50,0,0,0,357.978,339.89,-0,0,0
2781,0,15.91,0,350,0,50,0,0,0,357.978,338.61,-0,0,0
2782,0,14.84,0,350,0,50,0,0,0,357.978,337.331,-0,0,0
2783,0,13.77,0,350,0,50,0,0,0,357.978,336.053,-0,0,0
2784,0,13.48,0,350,0,50,0,0,0,357.978,336.053,0,0,0
2785,0,13.18,0,350,0,50,0,0,0,357.978,334.778,-0,0,0
2786,0,12.89,0,350,0,50,0,0,0,357.978,333.506,-0,0,0
2787,0,12.51,0,350,0,50,0,0,0,357.978,332.238,-0,0,0
2788,0,12.14,45,350,0,50,0,1.02741,0,195.978,330.974,45,0,0
2789,0,11.77,45,350,0,50,0,1.15137,0,33.9782,328.678,45,0,0
2790,321.17,14.83,50,350,13.3854,350,27.1762,10.1675,218.561,0,316.091,9.43839,13.3854,0
2791,621.19,17.89,70,350,62.425,350,7.57499,2.727,431.057,0,17.89,-0,62.425,0
2792,553.06,20.95,70,350,53.6466,350,16.3534,5.88723,379.404,0,20.95,-0,53.6466,0
2793,829.4,22.15,100,350,82.6986,350,17.3014,6.22851,549.83,0,22.15,-0,82.6986,0
2794,898.08,23.35,100,350,86.0559,350,13.9441,5.01989,569.455,0,23.35,-0,86.0559,0
2795,911.35,24.55,100,350,83.8335,350,16.1665,5.81994,556.331,0,24.55,-0,83.8335,0
2796,922.49,24.69,90,350,83.5546,350,6.4454,2.32034,554.718,0,24.69,-0,83.5546,0
2797,850.55,24.83,80,350,77.5025,350,2.49753,0.899112,519.216,0,24.83,-0,77.5025,0
2798,876.45,24.97,47,350,83.7236,350,0,0,555.74,132.205,346.547,0,47,36.7236
2799,787.3,24.22,53,350,77.956,350,0,0,521.921,222.047,345.887,0,53,24.956
2800,565.54,23.47,79,350,55.1263,350,0,0.176496,387.965,136.101,343.839,23.8737,55.1263,0
2801,507.86,22.71,50,350,49.0637,350,0,0.0106462,352.415,132.731,340.524,0.936262,49.0637,0
2802,142.87,20.85,20,350,5.56594,350,0,0.222724,97.2252,80.7681,337.141,14.4341,5.56594,0
2803,0,19,0,350,0,50,0,0,0,80.7681,331.646,-0,0,0
2804,0,17.14,0,350,0,50,0,0,0,80.7681,326.214,-0,0,0
2805,0,16.43,0,350,0,50,0,0,0,80.7681,320.863,-0,0,0
2806,0,15.73,0,350,0,50,0,0,0,80.7681,315.592,-0,0,0
2807,0,15.02,0,350,0,50,0,0,0,80.7681,310.4,-0,0,0
2808,0,15.11,0,350,0,50,0,0,0,80.7681,310.4,0,0,0
2809,0,15.19,0,350,0,50,0,0,0,80.7681,305.301,-0,0,0
2810,0,15.28,0,350,0,50,0,0,0,80.7681,300.292,-0,0,0
2811,0,15.26,0,350,0,50,0,0,0,80.7681,295.368,-0,0,0
2812,0,15.25,45,350,0,50,22.5644,9.72429,0,0,290.53,22.4356,0,0
2813,0,15.24,45,350,0,50,45,16.2,0,0,15.24,-0,0,0
2814,8.41,15.51,50,350,0,50,50,18,5.71657,0,15.51,-0,0,0
2815,0,15.77,70,350,0,50,70,25.2,0,0,15.77,-0,0,0
2816,0,16.04,70,350,0,50,70,25.2,0,0,16.04,-0,0,0
2817,4.46,16.14,100,350,0,50,100,36,2.96243,0,16.14,-0,0,0
2818,21.22,16.23,100,350,0,50,100,36,13.4954,0,16.23,-0,0,0
2819,10.16,16.32,100,350,0,50,100,36,6.22575,0,16.32,-0,0,0
2820,0,16.72,90,350,0,50,90,32.4,0,0,16.72,-0,0,0
2821,0,17.12,80,350,0,50,80,28.8,0,0,17.12,-0,0,0
2822,0,17.51,47,350,0,50,47,16.92,0,0,17.51,-0,0,0
2823,0,17.15,53,350,0,50,53,19.08,0,0,17.15,-0,0,0
2824,0,16.79,79,350,0,50,79,28.44,0,0,16.79,-0,0,0
2825,0,16.42,50,350,0,50,50,18,0,0,16.42,-0,0,0
2826,0,15.83,20,350,0,50,20,7.2,0,0,15.83,-0,0,0
2827,0,15.25,0,350,0,50,0,0,0,0,15.25,-0,0,0
2828,0,14.66,0,350,0,50,0,0,0,0,14.66,-0,0,0
2829,0,14.59,0,350,0,50,0,0,0,0,14.59,-0,0,0
2830,0,14.52,0,350,0,50,0,0,0,0,14.52,-0,0,0
2831,0,14.44,0,350,0,50,0,0,0,0,14.44,-0,0,0
2832,0,14.34,0,350,0,50,0,0,0,0,14.44,0,0,0
2833,0,14.24,0,350,0,50,0,0,0,0,14.24,-0,0,0
2834,0,14.14,0,350,0,50,0,0,0,0,14.14,-0,0,0
2835,0,13.96,0,350,0,50,0,0,0,0,13.96,-0,0,0
2836,0,13.79,45,350,0,50,45,16.2,0,0,13.79,-0,0,0
2837,0,13.62,45,350,0,50,45,16.2,0,0,13.62,-0,0,0
2838,277.2,14.14,50,350,8.19927,350,41.8007,15.0483,188.202,0,14.14,-0,8.19927,0
2839,421.85,14.67,70,350,38.81,350,31.19,11.2284,292.655,0,14.67,-0,38.81,0
2840,54.82,15.19,70,350,0,350,70,25.2,37.6735,0,15.19,-0,0,0
2841,275.64,15.72,100,350,20.2041,350,79.7959,28.7265,183.434,0,15.72,-0,20.2041,0
2842,2.49,16.25,100,350,0,50,100,36,1.5882,0,16.25,-0,0,0
2843,0,16.77,100,350,0,50,100,36,0,0,16.77,-0,0,0
2844,0,17.08,90,350,0,50,90,32.4,0,0,17.08,-0,0,0
2845,0,17.39,80,350,0,50,80,28.8,0,0,17.39,-0,0,0
2846,0,17.7,47,350,0,50,47,16.92,0,0,17.7,-0,0,0
2847,273.42,17.42,53,350,7.15224,350,45.8478,16.5052,181.957,0,17.42,-0,7.15224,0
2848,1.76,17.13,79,350,0,50,79,28.44,1.20951,0,17.13,-0,0,0
2849,285.86,16.84,50,350,9.9389,350,40.0611,14.422,198.313,2.55795e-14,16.84,0,9.9389,7.10543e-15
2850,133.49,16.07,20,350,4.39883,350,15.6012,5.61642,90.6315,2.55795e-14,16.07,-0,4.39883,0
2851,0,15.31,0,350,0,50,0,0,0,2.55795e-14,15.31,-0,0,0
2852,0,14.54,0,350,0,50,0,0,0,2.55795e-14,14.54,-0,0,0
2853,0,14.07,0,350,0,50,0,0,0,2.55795e-14,14.07,-0,0,0
2854,0,13.6,0,350,0,50,0,0,0,2.55795e-14,13.6,-0,0,0
2855,0,13.13,0,350,0,50,0,0,0,2.55795e-14,13.13,-0,0,0
2856,0,12.9,0,350,0,50,0,0,0,2.55795e-14,13.13,0,0,0
2857,0,12.66,0,350,0,50,0,0,0,2.55795e-14,12.66,-0,0,0
2858,0,12.43,0,350,0,50,0,0,0,2.55795e-14,12.43,-0,0,0
2859,0,12.39,0,350,0,50,0,0,0,2.55795e-14,12.39,-0,0,0
2860,0,12.35,45,350,0,50,45,16.2,0,0,12.35,7.10543e-15,0,0
2861,0,12.31,45,350,0,50,45,16.2,0,0,12.31,-0,0,0
2862,253.44,14.28,50,350,5.42325,350,44.5767,16.0476,171.865,0,14.28,-0,5.42325,0
2863,107.46,16.25,70,350,1.66161,350,68.3384,24.6018,74.5364,0,16.25,-0,1.66161,0
2864,299.77,18.22,70,350,24.1047,350,45.8953,16.5223,206.177,0,18.22,-0,24.1047,0
2865,897.4,18.89,100,350,90.928,350,9.07198,3.26591,598.305,0,18.89,-0,90.928,0
2866,787.94,19.57,100,350,74.8677,350,25.1323,9.04765,503.997,0,19.57,-0,74.8677,0
2867,641.48,20.24,100,350,56.4694,350,43.5306,15.671,395.968,0,20.24,-0,56.4694,0
2868,3.25,20.79,90,350,0,50,90,32.4,1.97801,0,20.79,-0,0,0
2869,7.72,21.35,80,350,0,50,80,28.8,4.76534,0,21.35,-0,0,0
2870,0,21.9,47,350,0,50,47,16.92,0,0,21.9,-0,0,0
2871,2.77,21.14,53,350,0,50,53,19.08,1.84679,0,21.14,-0,0,0
2872,121.3,19.21,79,350,0,264.286,79,28.44,83.4283,0,19.21,-0,0,0
2873,5.17,18.62,50,350,0,50,50,18,3.58601,0,18.62,-0,0,0
2874,0,18.03,20,350,0,50,20,7.2,0,0,18.03,-0,0,0
2875,0,17.44,0,350,0,50,0,0,0,0,17.44,-0,0,0
2876,0,16.86,0,350,0,50,0,0,0,0,16.86,-0,0,0
2877,0,16.27,0,350,0,50,0,0,0,0,16.27,-0,0,0
2878,0,15.68,0,350,0,50,0,0,0,0,15.68,-0,0,0
2879,0,15.09,0,350,0,50,0,0,0,0,15.09,-0,0,0
2880,0,14.5,0,350,0,50,0,0,0,0,15.09,0,0,0
2881,0,13.92,0,350,0,50,0,0,0,0,13.92,-0,0,0
2882,0,13.33,0,350,0,50,0,0,0,0,13.33,-0,0,0
2883,0,12.74,0,350,0,50,0,0,0,0,12.74,-0,0,0
