day(d),DNI(kWh/m2/day),Tamb(°C),mdotDemand(kg/s/day),Tdemand(°C),mdotSF(kg/s/day),TSF(°C),mdotAux(kg/s/day),qBoiler(MWh/day),qAbs(kWh/m2/day),Mstor(t),Tstor(°C),mdotStToBoiler(kg/s/day),mdotSFToBoiler(kg/s/day),mdotSFToSt(kg/s/day) 
76,7.69071,15.28,999,350,589.957,350,414.272,150.679,4.31516,24.0247,307.798,28.8006,555.927,34.0303
77,8.02603,15.1042,999,350,623.555,350,378.411,138.005,4.51074,31.6791,312.344,32.4449,588.144,35.4115
78,8.17822,15.93,999,350,642.1,350,362.915,132.469,4.61822,39.5699,316.396,31.3696,604.716,37.3847
79,8.18502,15.6279,999,350,645.258,350,346.672,126.883,4.63772,35.8482,314.083,43.1986,609.129,36.1285
80,7.8076,14.5704,999,350,618.862,350,388.144,141.446,4.48469,39.7121,315.555,27.8835,582.972,35.8903
81,5.66943,14.9063,999,350,397.888,350,581.675,211.115,3.17017,11.6619,290.35,19.4366,397.888,0
82,0.05718,15.1987,999,350,0,-nan(ind),999,359.64,0.0330285,0,15.1987,0,0,0
83,6.99613,15.7217,999,350,542.814,350,457.78,165.059,4.03645,3.19568,280.334,10.1469,531.073,11.7408
84,7.89222,15.8246,999,350,631.661,350,365.745,132.839,4.52404,15.5915,327.592,44.3311,588.924,42.7371
85,4.77202,15.9592,999,350,339.459,350,659.693,237.944,2.72365,8.85188,338.705,35.0951,304.212,35.2477
86,1.76749,15.6267,999,350,80.7804,350,918.067,330.566,0.993391,0.0915384,12.4857,0.152564,80.7804,0
87,0.67326,11.6967,999,350,6.99293,350,992.007,357.123,0.401027,1.45519e-14,11.6967,0,6.99293,0
88,6.9744,12.2621,999,350,554.892,350,444.108,160.324,4.04526,0.969624,318.285,6.46416,548.428,6.46416
89,9.0158,12.3617,999,350,769.28,350,261.172,94.4222,5.36767,42.7157,329.186,13.4875,724.34,44.9396
90,2.52681,19.1846,999,350,133.831,350,833.716,302.011,1.50905,18.8713,309.467,31.4522,133.831,0
91,0.29225,15.7154,999,350,2.07387,350,996.926,358.893,0.19691,1.45519e-14,15.7154,0,2.07387,0
92,5.95361,17.1117,999,350,454.457,350,549.518,198.233,3.46079,7.0246,295.008,15.8321,433.65,20.8072
93,0.09413,20.3654,999,350,0,-nan(ind),994.025,358.917,0.060545,2.98507,204.959,4.97511,0,0
94,6.6539,21.7113,999,350,535.178,350,463.822,167.408,3.98591,3.60703,342.818,20.1623,515.016,20.1623
95,7.61167,19.4813,999,350,641.7,350,362.466,131.036,4.61496,16.3919,320.761,28.2035,608.331,33.3698
96,8.31144,19.3787,999,350,723.108,350,320.228,116.467,5.09212,70.8919,330.327,14.031,664.741,58.3673
97,5.31735,18.1987,999,350,442.355,350,535.461,194.983,3.37031,65.2319,325.75,56.4559,407.083,35.2723
98,8.67058,18.8921,999,350,769.2,350,266.263,97.6811,5.36243,102.857,333.352,33.3311,699.406,69.7945
99,8.77047,20.2913,999,350,780.955,350,229.132,84.7103,5.44804,140.393,336.242,67.8804,701.988,78.9667
100,8.6812,19.1971,999,350,774.182,350,210.342,77.9893,5.41004,132.628,335.243,80.3715,708.287,65.8956
101,8.57408,20.0846,999,350,762.827,350,221.597,82.0428,5.35069,107.866,332.561,67.4231,709.98,52.8476
102,8.65975,20.13,999,350,775.316,350,234.512,86.5873,5.42935,107.042,333.113,52.5039,711.984,63.3314
103,8.45656,19.2083,999,350,752.263,350,257.312,94.8384,5.30115,127.262,335.094,61.4583,680.229,72.0334
104,7.60042,18.8562,999,350,663.318,350,267.462,98.8974,4.79559,46.3878,329.299,80.522,651.016,12.3023
105,8.90885,18.3321,999,350,807.699,350,264.081,95.1083,5.6446,96.0899,339.508,4.83098,730.088,77.6114
106,2.87609,17.8229,999,350,230.619,350,732.65,265.977,1.9671,83.5584,332.263,72.7805,193.569,37.0496
107,2.32703,16.4454,999,350,181.204,350,785.804,284.812,1.57494,27.9606,314.372,44.912,168.284,12.9196
108,2.90354,16.9987,999,350,240.2,350,753.743,272.625,1.86839,3.20923,210,6.22319,239.034,1.16597
109,3.59856,15.4138,999,350,312.09,350,721.16,259.889,2.4401,33.1307,333.351,3.7787,274.062,38.0289
110,3.26914,14.6633,999,350,250.511,350,714.239,258.758,2.12076,20.5501,318.948,34.2502,250.511,0
111,0.79676,14.7742,999,350,34.0669,350,964.933,347.376,0.526995,3.19744e-14,14.7742,0,34.0669,1.42109e-14
112,6.8008,14.825,999,350,587.606,350,412.338,149.02,4.31732,5.30736,299.744,17.2971,569.365,18.2407
113,4.65959,16.7467,999,350,386.749,350,611.308,221.315,2.91058,29.9338,337.835,99.3059,288.386,98.3623
114,10.5009,17.4783,999,350,1002.69,350,136.899,49.7092,6.79914,187.799,342.063,11.7762,850.325,152.368
115,9.87456,18.5662,999,350,936.022,350,21.8244,11.1539,6.40677,246.707,338.921,149.519,827.656,108.366
116,8.78731,18.6979,999,350,814.538,350,107.46,41.6582,5.69384,115.398,334.331,138.682,752.858,61.6796
117,0.04425,15.7642,999,350,0,-nan(ind),976.564,353.164,0.0284002,13.4613,302.84,22.4356,0,0
118,1.72653,15.2963,999,350,88.7034,350,910.297,327.707,1.17566,7.4607e-15,15.2963,0,88.7034,7.10543e-15
119,3.1277,16.8696,999,350,253.455,350,745.545,268.396,2.04645,4.26326e-15,16.8696,7.10543e-15,253.455,0
120,8.03984,15.9092,999,350,748.86,350,336.775,121.275,5.3111,111.606,340.861,4.85188,657.373,91.4876
121,8.38878,17.5117,999,350,781.007,350,179.373,66.9715,5.49698,131.701,335.484,100.417,719.21,61.7973
122,7.62663,19.0108,999,350,696.449,350,254.818,94.254,4.99251,35.2602,323.799,71.7902,672.391,24.0579
123,5.10368,20.0538,999,350,428.399,350,570.317,205.853,3.39964,2.74217,309.486,9.52256,419.16,9.23907
124,5.29972,20.1679,999,350,472.944,350,576.302,207.585,3.57281,76.2065,337.768,12.0064,410.692,62.2528
125,6.17571,22.8229,999,350,552.099,350,396.655,145.323,4.05018,37.3197,326.714,74.6611,527.684,24.4147
126,6.51254,22.4121,999,350,580.399,350,418.601,151.141,4.26348,7.72574,345.598,36.5888,543.81,36.5888
127,6.35691,21.5813,999,350,562.101,350,436.899,157.284,4.21096,0,21.5813,0,562.101,0
128,2.06564,18.9946,999,350,140.547,350,858.453,309.197,1.37925,0.0933285,222.135,0.62219,139.925,0.62219
129,5.46254,17.0642,999,350,488.692,350,510.308,184.163,3.62021,6.61465,345.68,35.4095,453.282,35.4095
130,3.1759,16.265,999,350,220.092,350,778.908,280.669,2.14734,0.436571,310.015,2.91047,217.182,2.91047
131,3.81681,17.6379,999,350,306.725,350,692.275,249.675,2.51781,8.45056,344.359,32.3027,274.422,32.3027
132,1.28412,17.1983,999,350,66.5784,350,932.422,335.672,0.861722,0,17.1983,0,66.5784,0
133,4.87251,17.5575,999,350,442.132,350,556.868,200.709,3.24104,0.280868,292.4,1.87246,440.259,1.87246
134,2.39555,17.8983,999,350,168.501,350,830.499,298.98,1.60455,0,17.8983,0,168.501,0
135,2.70582,17.7925,999,350,206.325,350,792.675,285.363,1.77634,0,17.7925,0,206.325,0
136,4.85125,16.5771,999,350,393.09,350,610.126,220.1,3.23814,10.6356,313.626,27.1696,361.705,31.3854
137,7.08679,18.1487,999,350,653.873,350,341.856,124.632,4.7522,10.9445,290.262,35.2726,621.871,32.0015
138,6.98597,17.8471,999,350,642.718,350,361.51,130.958,4.68788,10.6213,295.157,19.5352,617.955,24.763
139,4.20605,17.9392,999,350,329.475,350,681.856,246.611,2.82346,20.3562,308.399,6.17249,310.972,18.503
140,4.23409,17.6321,999,350,347.966,350,632.531,229.413,2.87699,12.4454,305.12,27.4604,339.009,8.95741
141,4.12132,18.7729,999,350,330.024,350,687.181,247.385,2.77253,18.2419,321.92,0,311.819,18.2054
142,9.66952,19.8612,999,350,951.789,350,109.14,41.2824,6.49909,140.361,332.417,51.9625,837.898,113.891
143,3.53183,19.6508,999,350,270.468,350,648.398,236.035,2.38016,53.3502,327.779,80.1335,270.468,0
144,5.54956,18.1396,999,350,494.379,350,504.621,182.042,3.73134,0.99917,323.44,6.66113,487.718,6.66113
145,7.62076,16.2608,999,350,746.354,350,356.538,128.502,5.13294,149.328,342.301,20,622.462,123.892
146,5.70857,17.3738,999,350,496.199,350,398.909,146.05,3.83617,73.2529,335.304,103.892,496.199,0
147,3.87545,16.2304,999,350,290.848,350,708.152,255.236,2.62589,1.91057,339.999,12.7371,278.11,12.7371
148,3.36496,17.3525,999,350,260.506,350,738.494,266.15,2.28729,1.16811,333.95,7.7874,252.718,7.7874
149,1.57652,18.1429,999,350,94.4583,350,904.542,325.635,1.06096,0,18.1429,0,94.4583,0
150,2.53886,17.6663,999,350,206.014,350,843.877,303.796,1.70727,49.2679,339.109,0,155.123,50.8909
151,8.83912,24.7704,999,350,849.137,350,139.694,52.9501,5.95215,95.0858,334.454,118.973,740.333,108.804
152,9.79248,25.0212,999,350,959.946,350,122.635,46.1876,6.60704,187.311,339.056,53.8097,822.555,137.39
153,7.9509,23.9662,999,350,748.549,350,188.667,70.681,5.36733,164.388,336.428,126.107,684.226,64.3235
154,9.40289,24.7721,999,350,917.647,350,130.697,49.5124,6.35707,191.34,338.003,69.6529,798.65,118.997
155,9.55084,24.0692,999,350,934.557,350,62.2713,25.3101,6.45597,227.488,338.558,117.537,819.192,115.366
156,9.12657,23.4471,999,350,886.713,350,75.3773,29.9845,6.17411,183.873,336.996,116.85,806.772,79.941
157,4.81202,22.645,999,350,420.314,350,505.904,184.877,3.25083,53.3222,330.381,95.433,397.663,22.6512
158,6.78104,21.9483,999,350,627.461,350,381.574,138.073,4.59461,18.5722,323.312,34.1553,583.27,44.1909
159,8.44306,21.0025,999,350,805.275,350,274.18,99.9956,5.70347,112.827,336.528,11.5924,713.228,92.0474
160,9.39509,21.5558,999,350,917.02,350,107.936,41.4365,6.35818,211.062,339.133,94.2462,796.818,120.202
161,9.57394,21.6317,999,350,936.443,350,54.5343,22.5429,6.47249,224.185,339.218,130.779,813.687,122.756
162,9.15076,21.1362,999,350,887.093,350,125.589,47.9775,6.18387,228.705,339.593,112.117,761.294,125.799
163,1.36413,20.9292,999,350,35.9869,350,840.908,305.277,0.906028,89.6448,336.632,122.105,35.9869,0
164,0.90679,21.7054,999,350,39.9062,350,959.094,345.274,0.615018,0,21.7054,0,39.9062,0
165,3.31154,22.18,999,350,266.001,350,761.714,274.217,2.23033,25.8429,334.779,0,237.286,28.7143
166,0.34383,22.2317,999,350,0.597085,350,969.689,350.537,0.236095,17.2286,318.005,28.7143,0.597085,0
167,9.52091,22.4067,999,350,929.666,350,204.097,73.7502,6.43251,163.476,342.354,4.91791,789.985,139.681
168,8.41086,20.8883,999,350,808.974,350,195.024,72.7701,5.68423,274.251,340.962,134.763,669.214,139.76
169,7.50767,21.4308,999,350,706.114,350,213.932,79.9332,5.08441,172.639,338.058,154.897,630.171,75.9431
170,9.74171,22.4575,999,350,955.577,350,116.085,44.0554,6.58458,205.234,339.953,63.8341,819.081,136.496
171,9.66101,24.9983,999,350,946.585,350,47.4136,19.9987,6.52918,260.65,340.476,136.618,814.969,131.616
172,7.24902,25.685,999,350,679.002,350,214.092,79.8254,4.91224,118.554,335.465,128.784,656.124,22.8782
173,9.41224,25.3646,999,350,918.616,350,180.36,66.4845,6.36532,167.151,338.345,25.2872,793.353,125.263
174,9.54903,24.2667,999,350,933.817,350,64.0873,25.9007,6.45578,239.95,339.796,125.649,809.263,124.554
175,9.52126,22.5808,999,350,930.144,350,63.5852,25.7831,6.43516,231.975,339.694,127.429,807.986,122.158
176,9.47453,22.9979,999,350,924.935,350,75.3399,29.7088,6.40327,228.828,339.715,120.449,803.211,121.724
177,9.30371,24.55,999,350,906.459,350,82.2453,32.1479,6.294,220.083,339.358,121.646,795.109,111.35
178,9.07539,26.5121,999,350,881.002,350,103.674,39.8566,6.14303,194.361,338.332,112.815,782.511,98.4908
179,9.21812,26.715,999,350,896.884,350,113.28,43.254,6.23629,192.822,338.623,98.5203,787.199,109.685
180,10.3162,25.745,999,350,1022.29,350,47.0087,19.6486,6.97427,297.295,341.427,108.861,843.131,179.16
181,10.2345,25.6229,999,350,1012.78,350,0,2.69416,6.91835,423.613,339.342,157.594,841.406,171.378
182,10.2636,28.3129,999,350,1016.17,350,0,3.09002,6.93575,470.141,338.065,161.206,837.794,178.373
183,10.4492,30.2342,999,350,1001.88,350,0,2.72948,7.06033,549.028,337.112,150.238,848.762,153.121
184,10.099,29.1533,999,350,997.597,350,0,3.35256,6.82722,527.421,335.792,160.226,838.774,158.823
185,9.83316,27.9467,999,350,967.801,350,0,3.75484,6.65272,465.428,335.727,173.729,825.271,142.53
186,9.87201,26.8542,999,350,971.689,350,0,4.42824,6.67549,349.775,338.42,178.137,820.863,150.826
187,9.75181,28.1975,999,350,959.259,350,24.6371,11.9644,6.60135,291.316,340.305,151.584,822.779,136.48
188,9.78881,30.1417,999,350,962.411,350,43.0905,18.4895,6.6191,276.506,340.471,136.411,819.499,142.913
189,9.72072,27.6192,999,350,955.144,350,36.6329,16.1858,6.5784,277.643,340.354,143.026,819.341,135.803
190,9.56645,28.4412,999,350,937.846,350,47.9127,20.2444,6.47594,255.156,339.779,137.152,813.935,123.911
191,9.33987,28.4029,999,350,912.792,350,70.0997,27.8436,6.32926,225.5,338.927,124.444,804.456,108.336
192,9.60166,28.4717,999,350,942.157,350,75.1962,29.8714,6.50114,229.331,339.716,107.481,816.323,125.835
193,9.14953,28.1117,999,350,890.862,350,77.8295,30.5724,6.20061,212.557,339.053,128.153,793.018,97.8448
194,9.41976,26.8521,999,350,920.212,350,119.946,45.5824,6.37358,226.955,340.085,91.0837,787.971,132.241
195,9.1856,25.4937,999,350,897.983,350,122.781,46.7318,6.21081,287.77,341.53,132.241,743.979,154.004
196,9.91832,26.0421,999,350,976.548,350,12.6556,7.66797,6.7046,310.307,340.943,160.554,825.79,150.758
197,9.64386,26.1667,999,350,944.85,350,46.9209,19.8926,6.51842,283.432,340.86,144.954,807.125,137.725
198,9.67581,25.1342,999,350,948.375,350,49.1594,20.6251,6.54051,272.057,340.857,140.298,809.543,138.833
199,9.40889,24.1454,999,350,918.551,350,68.0151,27.4559,6.36609,258.856,340.408,144.114,786.871,131.68
200,8.84532,23.4775,999,350,851.156,350,110.436,42.7081,5.97068,190.279,339.959,169.501,719.063,132.093
201,9.81545,24.6683,999,350,964.167,350,77.9223,30.2446,6.63251,216.62,340.583,89.5189,831.559,132.608
202,9.5394,23.9858,999,350,932.998,350,59.2849,24.2796,6.45088,248.818,340.217,134.335,805.381,127.618
203,9.43143,26.5804,999,350,920.942,350,81.5974,31.9034,6.37769,246.151,340.317,123.001,794.402,126.541
204,9.42935,27.4683,999,350,921.26,350,76.5856,30.3324,6.37859,248.291,340.314,128.371,794.043,127.217
205,9.16365,28.2887,999,350,891.435,350,95.6973,36.9672,6.2032,235.184,339.908,125.458,777.845,113.591
206,9.1024,30.0304,999,350,883.381,350,112.697,43.0733,6.15452,215.438,339.441,115.026,771.277,112.104
207,9.00223,30.3783,999,350,873.17,350,112.874,43.107,6.09416,203.99,338.988,113.734,772.392,100.778
208,8.85017,30.3821,999,350,856.752,350,128.775,48.8324,5.99195,177.258,337.704,102.419,767.806,88.9463
209,8.74108,30.4521,999,350,845.458,350,150.799,56.6126,5.91814,162.357,337.003,90.3915,757.81,87.6481
210,8.39103,29.8275,999,350,810.532,350,164.071,61.4173,5.68468,132.091,334.767,92.1673,742.762,67.7704
211,9.37328,29.4413,999,350,926.671,350,137.56,51.6724,6.34534,196.53,338.478,56.9979,804.442,122.229
212,4.13068,22.8033,999,350,372.666,350,568.703,207.4,2.79752,160.521,336.863,124.766,305.531,67.135
213,9.45604,23.5621,999,350,934.634,350,132.644,50.1068,6.39661,213.937,339.408,68.6962,797.66,136.974
214,9.58355,25.7667,999,350,949.361,350,55.8949,23.1224,6.48066,277.406,340.208,134.09,809.015,140.346
215,9.32467,26.7033,999,350,919.273,350,46.2348,19.726,6.30367,245.462,339.677,146.32,806.446,112.828
216,9.33907,27.0621,999,350,920.866,350,88.8765,34.702,6.31204,225.195,339.104,108.208,801.916,118.95
217,9.27983,27.7108,999,350,913.678,350,82.6731,32.5651,6.2698,229.406,339.502,119.046,797.281,116.397
218,9.29982,28.2242,999,350,915.614,350,86.972,34.0234,6.28069,232.306,339.905,116.514,795.514,120.1
219,9.59985,28.9321,999,350,950.035,350,73.1888,29.0791,6.48281,263.58,340.781,119.036,806.775,143.26
220,9.0851,28.1271,999,350,889.521,350,74.5469,29.7367,6.12818,245.593,339.949,144.273,780.18,109.341
221,9.2463,26.7713,999,350,907.816,350,96.6546,37.4813,6.23626,216.724,339.321,109.197,793.149,114.668
222,9.34474,26.9458,999,350,918.625,350,87.0238,34.0635,6.2996,232.282,339.858,114.567,797.409,121.216
223,9.13181,28.0358,999,350,893.812,350,97.497,37.6163,6.15217,228.167,339.661,119.139,782.364,111.448
224,9.29577,28.1433,999,350,911.688,350,86.6441,33.8164,6.25891,219.938,339.385,112.108,800.248,111.44
225,9.14131,27.2246,999,350,893.481,350,105.634,40.6416,6.15166,217.767,339.301,111.454,781.912,111.569
226,8.95746,27.3133,999,350,871.747,350,115.78,44.2934,6.02384,204.578,338.83,114.63,768.591,103.157
227,9.109,27.8308,999,350,888.425,350,114.935,44.046,6.12161,202.157,338.802,101.568,782.496,105.928
228,8.9961,28.5592,999,350,877.234,350,109.547,42.1712,6.03921,192.354,338.229,110.461,778.993,98.2411
229,7.36185,27.1467,999,350,697.299,350,304.775,112.057,4.91307,185.362,337.931,90.2272,603.998,93.3015
230,8.2638,24.7996,999,350,793.083,350,214.33,79.6647,5.52812,195.077,338.455,95.6208,689.049,104.034
231,9.07451,24.9108,999,350,883.806,350,120.592,45.9186,6.07687,211.942,339.165,104.312,774.096,109.71
232,9.06854,25.9325,999,350,883.263,350,114.605,43.7631,6.06849,213.168,339.124,108.34,776.055,107.208
233,8.96916,25.0787,999,350,871.964,350,119.339,45.6415,5.99773,202.943,338.559,108.242,771.419,100.545
234,8.99634,26.9333,999,350,873.229,350,126.872,48.3177,6.00878,198.712,338.486,100.484,771.644,101.585
235,8.75675,26.5363,999,350,847.689,350,139.023,52.5551,5.84305,183.368,338.626,102.721,757.256,90.4322
236,8.62923,28.1112,999,350,831.013,350,151.939,56.942,5.74823,154.155,337.239,93.7239,753.337,77.6753
237,8.92465,28.9533,999,350,862.804,350,160.847,60.0918,5.9375,173.961,337.916,73.1726,764.98,97.8237
238,8.73025,30.6871,999,350,841.368,350,146.164,55.0867,5.80315,178.27,337.661,98.0728,754.763,86.605
239,8.39416,30.0808,999,350,803.014,350,173.372,64.7455,5.56904,141.581,336.19,91.5086,734.119,68.8945
240,7.4149,29.2442,999,350,688.267,350,274.099,100.785,4.91373,64.029,328.47,61.6157,663.286,24.9819
241,8.54507,27.3963,999,350,816.027,350,229.897,84.3749,5.65253,114.234,335.841,35.3607,733.742,82.2851
242,8.38068,27.1896,999,350,798.953,350,191.998,71.3469,5.5383,136.886,336.131,78.479,728.523,70.4301
243,8.25821,25.7971,999,350,784.023,350,216.299,80.0953,5.44664,126.664,335.613,74.5709,708.13,75.8925
