day(d),DNI(kWh/m2/day),Tamb(°C),mdotDemand(kg/s/day),Tdemand(°C),mdotSF(kg/s/day),TSF(°C),mdotAux(kg/s/day),qBoiler(MWh/day),qAbs(kWh/m2/day),Mstor(t),Tstor(°C),mdotStToBoiler(kg/s/day),mdotSFToBoiler(kg/s/day),mdotSFToSt(kg/s/day) 
276,6.01028,22.4546,999,350,1013.54,212.132,0,167.681,3.57901,447.79,nan,nan,nan,nan
277,6.85271,21.425,999,350,994.457,237.025,0,134.818,4.06348,379.841,nan,nan,nan,nan
278,7.75275,18.8888,999,350,1008.26,258.279,0,110.975,4.58994,411.448,nan,nan,nan,nan
279,7.67712,19.9579,999,350,1009.33,254.477,0,115.697,4.50385,407.693,nan,nan,nan,nan
280,4.43639,20.5004,999,350,984.506,168.655,10.1072,217.88,2.55809,462.749,nan,nan,nan,nan
281,3.47792,20.4063,999,350,994.007,145.346,8.9264,247.327,2.09799,411.013,nan,nan,nan,nan
282,3.13538,19.2512,999,350,835.684,151.784,151.081,253.164,1.85965,481.266,nan,nan,nan,nan
283,5.13335,20.3333,999,350,885.479,201.241,0,158.067,2.88516,394.579,nan,nan,nan,nan
284,5.15458,17.7096,999,350,1046.62,185.583,78.0841,234.609,3.0698,343.231,nan,nan,nan,nan
285,1.57907,17.4758,999,350,736.142,100.509,75.2361,247.478,0.869387,281.226,nan,nan,nan,nan
286,5.8381,16.9712,999,350,1035.29,198.47,146.773,241.092,3.33396,317.005,nan,nan,nan,nan
287,0.92389,18.8346,999,350,484.726,98.2157,443.583,306.145,0.575962,281.771,nan,nan,nan,nan
288,6.07082,20.1854,999,350,1025.95,205.895,38.7407,191.36,3.46893,399.571,nan,nan,nan,nan
289,7.0483,20.2083,999,350,1007.97,226.928,0,148.863,3.88281,428.255,nan,nan,nan,nan
290,5.77368,21.0796,999,350,940.052,201.409,43.4712,183.269,3.09134,414.246,nan,nan,nan,nan
291,6.01164,22.84,999,350,986.741,201.773,0,175.514,3.24451,472.509,nan,nan,nan,nan
292,5.70216,23.6608,999,350,970.377,194.906,50.7063,198.854,3.06708,463.013,nan,nan,nan,nan
293,6.06576,22.3458,999,350,1000.24,200.374,0,179.594,3.26535,451.476,nan,nan,nan,nan
294,6.27288,24.1246,999,350,974.486,207.862,0,166.214,3.33918,401.157,nan,nan,nan,nan
295,6.07649,20.7312,999,350,923.588,209.262,0,155.981,3.17659,308.696,nan,nan,nan,nan
296,6.53737,19.6142,999,350,1030.94,205.08,71.9014,205.168,3.46746,376.765,nan,nan,nan,nan
297,6.21752,19.0063,999,350,1000.33,199.686,0,180.436,3.25369,421.829,nan,nan,nan,nan
298,5.07533,19.8687,999,350,961.873,175.454,23.7436,210.017,2.62391,409.065,nan,nan,nan,nan
299,6.30476,18.9963,999,350,1005.34,198.679,6.29228,184.819,3.24386,424.821,nan,nan,nan,nan
300,5.73782,19.9696,999,350,972.011,187.925,9.57548,192.494,2.91046,430.899,nan,nan,nan,nan
301,6.10023,20.2271,999,350,1014.18,190.218,2.97561,195.528,3.08524,409.442,nan,nan,nan,nan
302,6.3526,20.9913,999,350,988.506,199.809,0.660527,178.396,3.21286,429.934,nan,nan,nan,nan
303,5.82612,19.8546,999,350,937.749,192.513,19.6668,184.3,2.90687,410.608,nan,nan,nan,nan
304,2.40022,14.0592,999,350,824.44,115.885,166.206,291.451,1.21266,309.979,nan,nan,nan,nan
305,6.59193,15.8608,999,350,967.374,203.655,35.9906,182.841,3.22384,323.424,nan,nan,nan,nan
306,2.37945,17.155,999,350,677.394,134.539,189.177,243.246,1.27394,174.613,nan,nan,nan,nan
307,0.15458,19.5054,999,350,58.0905,92.8571,940.908,356.652,0.0880428,0.000698455,nan,nan,nan,nan
308,0.21666,18.9917,999,350,98.6241,92.8571,900.376,354.568,0.118549,5.97075,nan,nan,nan,nan
309,2.326,14.2042,999,350,711.262,120.943,287.739,299.09,1.12423,138.182,nan,nan,nan,nan
310,0.18309,13.9642,999,350,36.2452,92.8571,962.754,357.776,0.0862691,0.000552732,nan,nan,nan,nan
311,0.2537,16.6462,999,350,99.9411,92.8571,899.059,354.5,0.14564,4.3553,nan,nan,nan,nan
312,0.07834,17.2971,999,350,4.91689,92.8571,994.083,359.387,0.0446458,1.74213e-05,17.2971,nan,nan,nan
313,2.15472,15.2533,999,350,716.598,115,417.004,352.202,1.03852,214.79,nan,nan,nan,nan
314,3.62357,13.9646,999,350,842.849,142.372,159.674,267.482,1.70428,333.205,nan,nan,nan,nan
315,4.90435,12.2925,999,350,802.696,171.423,175.89,235.332,2.11409,333.085,nan,nan,nan,nan
316,6.39117,13.7167,999,350,922.943,194.832,95.3257,206.171,2.89962,330.593,nan,nan,nan,nan
317,6.12381,13.41,999,350,912.859,190.012,76.7903,202.901,2.77733,314.04,nan,nan,nan,nan
318,5.81068,13.1867,999,350,909.908,180.297,82.3715,214.951,2.57273,310.773,nan,nan,nan,nan
319,5.57284,16.0321,999,350,906.044,175.953,89.0918,221.306,2.47712,299.798,nan,nan,nan,nan
320,5.78945,16.3029,999,350,922.783,178.571,92.956,223.294,2.57518,317.982,nan,nan,nan,nan
321,4.193,14.7246,999,350,778.747,159.761,86.4717,208.907,1.84176,223.569,nan,nan,nan,nan
322,5.77157,14.8367,999,350,803.28,187.457,328.877,275.076,2.40184,225.186,nan,nan,nan,nan
323,5.95156,13.8192,999,350,920.734,178.869,76.8427,216.742,2.57522,324.128,nan,nan,nan,nan
324,3.59182,13.7396,999,350,906.959,129.208,78.2657,268.475,1.56559,433.85,nan,nan,nan,nan
325,0.57573,13.8629,999,350,146.039,96.0064,735.002,309.112,0.24982,85.9156,nan,nan,nan,nan
326,4.07428,14.775,999,350,918.105,131.523,209.999,316.302,1.64176,260.107,nan,nan,nan,nan
327,4.62919,13.8879,999,350,832.363,151.647,80.8959,227.245,1.84381,306.932,nan,nan,nan,nan
328,1.77772,15.1512,999,350,603.683,102.582,470.46,348.6,0.764742,218.377,nan,nan,nan,nan
329,1.87047,16.3383,999,350,504.825,121.399,495.844,316.988,0.810366,256.671,nan,nan,nan,nan
330,0.43612,14.3179,999,350,104.295,92.8571,774.528,311.013,0.194743,87.9107,nan,nan,nan,nan
331,5.1627,9.79291,999,350,831.347,160.525,209.999,264.623,1.98307,193.427,nan,nan,nan,nan
332,5.91493,9.19208,999,350,900.447,172.451,174.091,254.521,2.39748,220.008,nan,nan,nan,nan
333,5.83147,8.91334,999,350,908.812,168.051,92.1161,231.591,2.33287,304.966,nan,nan,nan,nan
334,6.6119,9.49666,999,350,926.306,184.067,90.1876,216.913,2.70027,325.467,nan,nan,nan,nan
335,6.5429,9.93958,999,350,925.594,181.747,72.6942,213.051,2.64818,328.88,nan,nan,nan,nan
336,6.54879,11.3754,999,350,927.038,181.014,73.406,214.414,2.638,343.772,nan,nan,nan,nan
337,6.48758,11.9571,999,350,927.052,178.571,71.9622,216.614,2.58724,368.226,nan,nan,nan,nan
338,6.41556,12.2188,999,350,919.861,177.564,71.9477,216.242,2.54954,320.625,nan,nan,nan,nan
339,6.19109,11.24,999,350,899.285,174.627,84.7196,219.751,2.4387,281.722,nan,nan,nan,nan
340,6.19308,10.2575,999,350,893.888,174.499,102.952,225.316,2.4245,264.296,nan,nan,nan,nan
341,6.20001,8.54291,999,350,889.985,174.294,116.727,229.673,2.41158,268.353,nan,nan,nan,nan
342,6.31702,10.3042,999,350,902.961,174.284,94.1537,224.293,2.44219,280.054,nan,nan,nan,nan
343,5.66656,12.4771,999,350,920.073,159.167,90.4665,243.264,2.18987,339.634,nan,nan,nan,nan
344,3.77411,13.4633,999,350,884.259,123.082,78.9271,269.198,1.42244,397.387,nan,nan,nan,nan
345,4.73001,12.4454,999,350,900.621,135.381,136.752,281.179,1.69141,340.715,nan,nan,nan,nan
346,2.48344,12.7475,999,350,686.632,105.294,248.51,291.091,0.874663,247.893,nan,nan,nan,nan
347,6.31423,13.7962,999,350,924.448,168.334,142.64,252.879,2.3793,280.457,nan,nan,nan,nan
348,6.26233,12.5063,999,350,914.03,167.869,81.8697,229.241,2.34715,321.405,nan,nan,nan,nan
349,6.157,12.7162,999,350,891.608,165.781,90.7678,229.778,2.24211,286.185,nan,nan,nan,nan
350,0.17613,12.5671,999,350,14.9036,92.8571,865.96,316.344,0.0610649,86.0752,nan,nan,nan,nan
351,2.88456,12.9475,999,350,518.864,141.655,607.86,348.553,1.08459,213.045,nan,nan,nan,nan
352,0.49056,12.1646,999,350,150.998,92.8571,720.277,305.894,0.199091,101.174,nan,nan,nan,nan
353,7.28187,9.11125,999,350,926.99,182.439,209.999,261.993,2.6668,240.225,nan,nan,nan,nan
354,6.7962,9.5425,999,350,913.774,174.659,75.9671,219.614,2.47587,311.463,nan,nan,nan,nan
355,6.72892,9.20792,999,350,906.982,174.115,88.632,223.337,2.44955,292.37,nan,nan,nan,nan
356,6.57207,9.34208,999,350,905.721,170.843,104.896,232.483,2.38097,304.322,nan,nan,nan,nan
357,0.55039,11.8938,999,350,129.375,92.8571,732.664,303.68,0.170345,103.018,nan,nan,nan,nan
358,0.73615,12.9821,999,350,207.51,120.666,791.489,342.043,0.379029,9.19536,nan,nan,nan,nan
359,5.60174,11.36,999,350,924.419,146.867,210,300.936,1.94855,303.188,nan,nan,nan,nan
360,0.15654,12.6896,999,350,0,-nan(ind),863.581,310.889,0.0641736,101.629,nan,nan,nan,nan
361,5.29908,11.3088,999,350,897.681,147.176,237.351,303.932,1.91347,265.376,nan,nan,nan,nan
362,6.29785,7.55292,999,350,923.291,161.651,76.5489,236.239,2.24423,328.12,nan,nan,nan,nan
363,5.33994,7.30542,999,350,854.328,149.232,143.129,257.353,1.86657,382.16,nan,nan,nan,nan
364,5.39904,8.41166,999,350,886.651,145.914,105.701,255.196,1.86639,352.933,nan,nan,nan,nan
