hour(h),DNI(W/m2),Tamb(°C),mdotDemand(kg/s),Tdemand(°C),mdotSF(kg/s),TSF(°C),mdotAux(kg/s),qBoiler(MWh),qAbs(W/m2),Mstor(t),Tstor(°C),mdotStToBoiler(kg/s),mdotSFToBoiler(kg/s),mdotSFToSt(kg/s) 
1009,0,6.11001,0,350,0,50,0,0,0,2.96579,13.8607,-0,0,0
1010,0,4.20999,0,350,0,50,0,0,0,2.96579,10.7366,-0,0,0
1011,0,3.92999,0,350,0,50,0,0,0,2.96579,8.53318,-0,0,0
1012,0,3.64001,45,350,0,50,44.1762,16.2426,0,0,6.94918,0.823831,0,0
1013,0,3.36001,45,350,0,50,45,16.2,0,0,3.36001,-0,0,0
1014,0,4.33999,50,350,0,50,50,18,0,0,4.33999,-0,0,0
1015,0,5.33001,70,350,0,50,70,25.2,0,0,5.33001,-0,0,0
1016,439.76,6.30999,70,350,70,189.425,0,13.4883,252.463,0,6.30999,-0,70,0
1017,672.59,9.14001,100,350,100,204.071,0,17.5115,334.147,0,9.14001,-0,100,0
1018,772.62,11.97,100,350,100,200.473,0,17.9433,321.891,0,11.97,-0,100,0
1019,809.33,14.81,100,350,100,184.903,0,19.8117,285.688,0,14.81,-0,100,0
1020,863.92,15.88,90,350,90,194.161,0,16.8306,283.503,0,15.88,-0,90,0
1021,862.99,16.96,80,350,80,219.903,0,12.4893,304.63,0,16.96,-0,80,0
1022,821.13,18.04,47,350,47.2733,350,0,0,342.101,0.983867,153.927,0,47,0.273297
1023,764.22,17.41,53,350,53.6697,350,0,0,379.669,3.39471,211.858,0,53,0.669678
1024,667.8,16.78,79,350,79,280.015,0,6.63455,383.38,3.39471,154.334,-0,79,0
1025,444.99,16.15,50,350,50,288.337,0,3.69978,283.011,3.39471,113.587,-0,50,0
1026,0,14.84,20,350,0,50,20,7.2,0,3.39471,84.4688,-0,0,0
1027,0,13.53,0,350,0,50,0,0,0,3.39471,63.5507,-0,0,0
1028,0,12.23,0,350,0,50,0,0,0,3.39471,48.4175,-0,0,0
1029,0,11.56,0,350,0,50,0,0,0,3.39471,37.5491,-0,0,0
1030,0,10.89,0,350,0,50,0,0,0,3.39471,29.688,-0,0,0
1031,0,10.23,0,350,0,50,0,0,0,3.39471,23.9503,-0,0,0
1032,0,9.11999,0,350,0,50,0,0,0,3.39471,23.9503,0,0,0
1033,0,8.01,0,350,0,50,0,0,0,3.39471,19.2499,-0,0,0
1034,0,6.89999,0,350,0,50,0,0,0,3.39471,15.6082,-0,0,0
1035,0,5.92001,0,350,0,50,0,0,0,3.39471,12.7514,-0,0,0
1036,0,4.94,45,350,0,50,44.057,16.2448,0,0,10.448,0.942975,0,0
1037,0,3.95999,45,350,0,50,45,16.2,0,0,3.95999,-0,0,0
1038,0,6.01,50,350,0,50,50,18,0,0,6.01,-0,0,0
1039,0,8.05001,70,350,0,50,70,25.2,0,0,8.05001,-0,0,0
1040,332.72,10.1,70,350,70,155.299,0,16.3548,191.592,0,10.1,-0,70,0
1041,457.73,11.75,100,350,100,155.964,0,23.2843,228.462,0,11.75,-0,100,0
1042,500.72,13.4,100,350,100,148.223,0,24.2132,210.067,0,13.4,-0,100,0
1043,155.77,15.06,100,350,100,81.0346,0,32.2758,55.52,0,15.06,-0,100,0
1044,73.33,14.97,90,350,90,61.1087,0,31.2003,24.3319,0,14.97,-0,90,0
1045,305.86,14.88,80,350,80,103.824,0,23.6329,109.016,0,14.88,-0,80,0
1046,143.98,14.79,47,350,47,101.26,0,14.0289,60.4039,0,14.79,-0,47,0
1047,0,13.73,53,350,0,50,53,19.08,0,0,13.73,-0,0,0
1048,0,12.67,79,350,0,50,79,28.44,0,0,12.67,-0,0,0
1049,0,11.61,50,350,0,50,50,18,0,0,11.61,-0,0,0
1050,0,11.37,20,350,0,50,20,7.2,0,0,11.37,-0,0,0
1051,0,11.13,0,350,0,50,0,0,0,0,11.13,-0,0,0
1052,0,10.9,0,350,0,50,0,0,0,0,10.9,-0,0,0
1053,0,9.95001,0,350,0,50,0,0,0,0,9.95001,-0,0,0
1054,0,8.99999,0,350,0,50,0,0,0,0,8.99999,-0,0,0
1055,0,8.05001,0,350,0,50,0,0,0,0,8.05001,-0,0,0
1056,0,7.45001,0,350,0,50,0,0,0,0,8.05001,0,0,0
1057,0,6.86001,0,350,0,50,0,0,0,0,6.86001,-0,0,0
1058,0,6.26,0,350,0,50,0,0,0,0,6.26,-0,0,0
1059,0,5.69,0,350,0,50,0,0,0,0,5.69,-0,0,0
1060,0,5.11999,45,350,0,50,45,16.2,0,0,5.11999,-0,0,0
1061,0,4.55001,45,350,0,50,45,16.2,0,0,4.55001,-0,0,0
1062,0,5.92001,50,350,0,50,50,18,0,0,5.92001,-0,0,0
1063,0,7.27999,70,350,0,50,70,25.2,0,0,7.27999,-0,0,0
1064,514.1,8.64999,70,350,70,214.081,0,11.4172,296.944,0,8.64999,-0,70,0
1065,545.52,10.06,100,350,100,181.228,0,20.2526,273.557,0,10.06,-0,100,0
1066,525.15,11.46,100,350,100,155.913,0,23.2904,221.863,0,11.46,-0,100,0
1067,844.99,12.87,100,350,100,187.967,0,19.4439,304.11,0,12.87,-0,100,0
1068,656.82,12.77,90,350,90,165.539,0,19.9217,220.372,0,12.77,-0,90,0
1069,160.57,12.68,80,350,80,90.779,0,24.8852,57.7887,0,12.68,-0,80,0
1070,463.4,12.58,47,350,47,201.298,0,8.38682,195.775,0,12.58,-0,47,0
1071,48.88,12.08,53,350,53,88.7216,0,16.6173,24.5114,0,12.08,-0,53,0
1072,33.77,11.57,79,350,79,60.831,0,27.4132,19.5055,0,11.57,-0,79,0
1073,20.09,11.07,50,350,50,55.1096,0,17.6934,12.8257,0,11.07,-0,50,0
1074,0,11.17,20,350,0,50,20,7.2,0,0,11.17,-0,0,0
1075,0,11.27,0,350,0,50,0,0,0,0,11.27,-0,0,0
1076,0,11.38,0,350,0,50,0,0,0,0,11.38,-0,0,0
1077,0,11.58,0,350,0,50,0,0,0,0,11.58,-0,0,0
1078,0,11.78,0,350,0,50,0,0,0,0,11.78,-0,0,0
1079,0,11.99,0,350,0,50,0,0,0,0,11.99,-0,0,0
1080,0,11.83,0,350,0,50,0,0,0,0,11.99,0,0,0
1081,0,11.68,0,350,0,50,0,0,0,0,11.68,-0,0,0
1082,0,11.52,0,350,0,50,0,0,0,0,11.52,-0,0,0
1083,0,11.73,0,350,0,50,0,0,0,0,11.73,-0,0,0
1084,0,11.94,45,350,0,50,45,16.2,0,0,11.94,-0,0,0
1085,0,12.16,45,350,0,50,45,16.2,0,0,12.16,-0,0,0
1086,0,12.59,50,350,0,50,50,18,0,0,12.59,-0,0,0
1087,0,13.01,70,350,0,50,70,25.2,0,0,13.01,-0,0,0
1088,0,13.44,70,350,0,50,70,25.2,0,0,13.44,-0,0,0
1089,0,13.41,100,350,0,50,100,36,0,0,13.41,-0,0,0
1090,0,13.37,100,350,0,50,100,36,0,0,13.37,-0,0,0
1091,0,13.34,100,350,0,50,100,36,0,0,13.34,-0,0,0
1092,0,12.64,90,350,0,50,90,32.4,0,0,12.64,-0,0,0
1093,0,11.95,80,350,0,50,80,28.8,0,0,11.95,-0,0,0
1094,0,11.25,47,350,0,50,47,16.92,0,0,11.25,-0,0,0
1095,4.21,11.03,53,350,0,50,53,19.08,2.12114,0,11.03,-0,0,0
1096,33.35,10.82,79,350,79,55.5891,0,27.9102,19.3224,0,10.82,-0,79,0
1097,215.37,10.6,50,350,50,147.059,0,12.1765,137.758,0,10.6,-0,50,0
1098,0,10.38,20,350,0,50,20,7.2,0,0,10.38,-0,0,0
1099,0,10.16,0,350,0,50,0,0,0,0,10.16,-0,0,0
1100,0,9.94,0,350,0,50,0,0,0,0,9.94,-0,0,0
1101,0,9.42001,0,350,0,50,0,0,0,0,9.42001,-0,0,0
1102,0,8.89999,0,350,0,50,0,0,0,0,8.89999,-0,0,0
1103,0,8.38,0,350,0,50,0,0,0,0,8.38,-0,0,0
1104,0,7.92999,0,350,0,50,0,0,0,0,8.38,0,0,0
1105,0,7.49001,0,350,0,50,0,0,0,0,7.49001,-0,0,0
1106,0,7.04,0,350,0,50,0,0,0,0,7.04,-0,0,0
1107,0,7.45001,0,350,0,50,0,0,0,0,7.45001,-0,0,0
1108,0,7.86001,45,350,0,50,45,16.2,0,0,7.86001,-0,0,0
1109,0,8.27001,45,350,0,50,45,16.2,0,0,8.27001,-0,0,0
1110,0,9.20001,50,350,0,50,50,18,0,0,9.20001,-0,0,0
1111,0,10.13,70,350,0,50,70,25.2,0,0,10.13,-0,0,0
1112,586.57,11.06,70,350,70,238.222,0,9.38939,340.902,0,11.06,-0,70,0
1113,153.71,11.71,100,350,100,100.398,0,29.9522,77.8128,0,11.71,-0,100,0
1114,0,12.36,100,350,0,50,100,36,0,0,12.36,-0,0,0
1115,0,13.01,100,350,0,50,100,36,0,0,13.01,-0,0,0
1116,0,12.8,90,350,0,50,90,32.4,0,0,12.8,-0,0,0
1117,161.4,12.6,80,350,80,76.4764,0,26.2583,59.2291,0,12.6,-0,80,0
1118,180.1,12.4,47,350,47,108.967,0,13.5942,77.1688,0,12.4,-0,47,0
1119,0,11.93,53,350,0,50,53,19.08,0,0,11.93,-0,0,0
1120,643.78,11.46,79,350,79,238.327,0,10.5866,374.152,0,11.46,-0,79,0
1121,420.12,10.99,50,350,50,271.862,0,4.68827,269.24,0,10.99,-0,50,0
1122,0,10.69,20,350,0,50,20,7.2,0,0,10.69,-0,0,0
1123,0,10.38,0,350,0,50,0,0,0,0,10.38,-0,0,0
1124,0,10.08,0,350,0,50,0,0,0,0,10.08,-0,0,0
1125,0,9.80999,0,350,0,50,0,0,0,0,9.80999,-0,0,0
1126,0,9.54,0,350,0,50,0,0,0,0,9.54,-0,0,0
1127,0,9.27999,0,350,0,50,0,0,0,0,9.27999,-0,0,0
1128,0,8.95999,0,350,0,50,0,0,0,0,9.27999,0,0,0
1129,0,8.64999,0,350,0,50,0,0,0,0,8.64999,-0,0,0
1130,0,8.33001,0,350,0,50,0,0,0,0,8.33001,-0,0,0
1131,0,8.19,0,350,0,50,0,0,0,0,8.19,-0,0,0
1132,0,8.05001,45,350,0,50,45,16.2,0,0,8.05001,-0,0,0
1133,0,7.91,45,350,0,50,45,16.2,0,0,7.91,-0,0,0
1134,0,8.38,50,350,0,50,50,18,0,0,8.38,-0,0,0
1135,0,8.86001,70,350,0,50,70,25.2,0,0,8.86001,-0,0,0
1136,523.58,9.33001,70,350,70,218.656,0,11.0329,305.244,0,9.33001,-0,70,0
1137,742.26,10.35,100,350,100,225.217,0,14.9739,377.554,0,10.35,-0,100,0
1138,814.8,11.37,100,350,100,215.098,0,16.1882,351.61,0,11.37,-0,100,0
1139,899.37,12.4,100,350,100,206.389,0,17.2334,333.276,0,12.4,-0,100,0
1140,631.89,12.95,90,350,90,167.113,0,19.7518,219.183,0,12.95,-0,90,0
1141,6.22,13.5,80,350,0,50,80,28.8,2.30492,0,13.5,-0,0,0
1142,25.53,14.05,47,350,47,51.7452,0,16.8216,11.0169,0,14.05,-0,47,0
1143,394.98,13.48,53,350,53,186.08,0,10.4253,200.908,0,13.48,-0,53,0
1144,351.98,12.92,79,350,79,170.215,0,17.0437,205.202,0,12.92,-0,79,0
1145,6.21,12.35,50,350,0,50,50,18,3.98743,0,12.35,-0,0,0
1146,0,11.79,20,350,0,50,20,7.2,0,0,11.79,-0,0,0
1147,0,11.23,0,350,0,50,0,0,0,0,11.23,-0,0,0
1148,0,10.67,0,350,0,50,0,0,0,0,10.67,-0,0,0
1149,0,10.18,0,350,0,50,0,0,0,0,10.18,-0,0,0
1150,0,9.70001,0,350,0,50,0,0,0,0,9.70001,-0,0,0
1151,0,9.22,0,350,0,50,0,0,0,0,9.22,-0,0,0
1152,0,8.11999,0,350,0,50,0,0,0,0,9.22,0,0,0
1153,0,7.02001,0,350,0,50,0,0,0,0,7.02001,-0,0,0
1154,0,5.92001,0,350,0,50,0,0,0,0,5.92001,-0,0,0
1155,0,6.41,0,350,0,50,0,0,0,0,6.41,-0,0,0
1156,0,6.89999,45,350,0,50,45,16.2,0,0,6.89999,-0,0,0
1157,0,7.39999,45,350,0,50,45,16.2,0,0,7.39999,-0,0,0
1158,0,8.13,50,350,0,50,50,18,0,0,8.13,-0,0,0
1159,0,8.86001,70,350,0,50,70,25.2,0,0,8.86001,-0,0,0
1160,538.64,9.58999,70,350,70,224.028,0,10.5817,315.008,0,9.58999,-0,70,0
1161,616.53,11.06,100,350,100,199.721,0,18.0335,315.11,0,11.06,-0,100,0
1162,643.92,12.53,100,350,100,182.37,0,20.1156,279.856,0,12.53,-0,100,0
1163,917.38,14,100,350,100,207.153,0,17.1416,343.282,0,14,-0,100,0
1164,941.03,14.39,90,350,90,217.877,0,14.2693,330.049,0,14.39,-0,90,0
1165,940.68,14.79,80,350,80,246.278,0,9.95732,352,0,14.79,-0,80,0
1166,800.68,15.18,47,350,48.2501,350,0,0,347.986,4.50023,269.707,0,47,1.25006
1167,733.77,14.31,53,350,53,349.848,0,0.00965172,375.031,4.50023,208.461,-0,53,0
1168,701.36,13.44,79,350,79,293.141,0,5.39019,410.171,4.50023,161.693,-0,79,0
1169,230.55,12.57,50,350,50,197.227,0,9.16639,148.322,4.50023,125.932,-0,50,0
1170,0,12.32,20,350,0,50,20,7.2,0,4.50023,98.6872,-0,0,0
1171,0,12.07,0,350,0,50,0,0,0,4.50023,77.9157,-0,0,0
1172,0,11.82,0,350,0,50,0,0,0,4.50023,62.0654,-0,0,0
1173,0,11.53,0,350,0,50,0,0,0,4.50023,49.9466,-0,0,0
1174,0,11.24,0,350,0,50,0,0,0,4.50023,40.6644,-0,0,0
1175,0,10.96,0,350,0,50,0,0,0,4.50023,33.5411,-0,0,0
1176,0,10.56,0,350,0,50,0,0,0,4.50023,33.5411,0,0,0
1177,0,10.16,0,350,0,50,0,0,0,4.50023,27.9341,-0,0,0
1178,0,9.76,0,350,0,50,0,0,0,4.50023,23.5758,-0,0,0
1179,0,9.49001,0,350,0,50,0,0,0,4.50023,20.1979,-0,0,0
1180,0,9.22,45,350,0,50,43.7499,16.2487,0,0,17.5653,1.25006,0,0
1181,0,8.95001,45,350,0,50,45,16.2,0,0,8.95001,-0,0,0
1182,0,9.77999,50,350,0,50,50,18,0,0,9.77999,-0,0,0
1183,0,10.62,70,350,0,50,70,25.2,0,0,10.62,-0,0,0
1184,163.22,11.45,70,350,70,100.632,0,20.9469,95.7552,0,11.45,-0,70,0
1185,288.03,12.74,100,350,100,115.772,0,28.1073,147.924,0,12.74,-0,100,0
1186,5.93,14.03,100,350,0,50,100,36,2.59572,0,14.03,-0,0,0
1187,0,15.33,100,350,0,50,100,36,0,0,15.33,-0,0,0
1188,0,15.72,90,350,0,50,90,32.4,0,0,15.72,-0,0,0
1189,1.53,16.11,80,350,0,50,80,28.8,0.578131,0,16.11,-0,0,0
1190,68.73,16.5,47,350,47,66.9131,0,15.9661,30.085,0,16.5,-0,47,0
1191,221.45,15.65,53,350,53,128.24,0,14.1039,113.731,0,15.65,-0,53,0
1192,0,14.8,79,350,0,50,79,28.44,0,0,14.8,-0,0,0
1193,361.65,13.95,50,350,50,214.2,0,8.14802,233.112,0,13.95,-0,50,0
1194,0,13.45,20,350,0,50,20,7.2,0,0,13.45,-0,0,0
1195,0,12.95,0,350,0,50,0,0,0,0,12.95,-0,0,0
1196,0,12.45,0,350,0,50,0,0,0,0,12.45,-0,0,0
1197,0,12.48,0,350,0,50,0,0,0,0,12.48,-0,0,0
1198,0,12.52,0,350,0,50,0,0,0,0,12.52,-0,0,0
1199,0,12.56,0,350,0,50,0,0,0,0,12.56,-0,0,0
1200,0,12.65,0,350,0,50,0,0,0,0,12.56,0,0,0
1201,0,12.74,0,350,0,50,0,0,0,0,12.74,-0,0,0
1202,0,12.83,0,350,0,50,0,0,0,0,12.83,-0,0,0
1203,0,12.68,0,350,0,50,0,0,0,0,12.68,-0,0,0
1204,0,12.52,45,350,0,50,45,16.2,0,0,12.52,-0,0,0
1205,0,12.37,45,350,0,50,45,16.2,0,0,12.37,-0,0,0
1206,0,12.54,50,350,0,50,50,18,0,0,12.54,-0,0,0
1207,0,12.72,70,350,0,50,70,25.2,0,0,12.72,-0,0,0
1208,530.18,12.89,70,350,70,222.385,0,10.7197,312.02,0,12.89,-0,70,0
1209,514.81,13.44,100,350,100,178.782,0,20.5462,265.674,0,13.44,-0,100,0
1210,608.77,13.99,100,350,100,175.333,0,20.96,268.388,0,13.99,-0,100,0
1211,285.24,14.55,100,350,100,106.994,0,29.1607,108.836,0,14.55,-0,100,0
1212,472.91,15.31,90,350,90,132.619,0,23.4772,169.567,0,15.31,-0,90,0
1213,734.01,16.08,80,350,80,199.983,0,14.4016,280.07,0,16.08,-0,80,0
1214,713.82,16.85,47,350,47,306.374,0,2.46051,314.701,0,16.85,-0,47,0
1215,563.92,15.95,53,350,53,288.759,0,3.8949,291.018,0,15.95,-0,53,0
1216,696.39,15.05,79,350,79,285.497,0,6.11489,409.838,0,15.05,-0,79,0
1217,579.69,14.15,50,350,52.7399,350,0,0,374.378,9.86366,307.744,0,50,2.73991
1218,0,13.38,20,350,0,50,20,7.2,0,9.86366,270.708,-0,0,0
1219,0,12.61,0,350,0,50,0,0,0,9.86366,238.235,-0,0,0
1220,0,11.85,0,350,0,50,0,0,0,9.86366,209.752,-0,0,0
1221,0,11.44,0,350,0,50,0,0,0,9.86366,184.801,-0,0,0
1222,0,11.03,0,350,0,50,0,0,0,9.86366,162.938,-0,0,0
1223,0,10.62,0,350,0,50,0,0,0,9.86366,143.773,-0,0,0
1224,0,10.91,0,350,0,50,0,0,0,9.86366,143.773,0,0,0
1225,0,11.21,0,350,0,50,0,0,0,9.86366,127.095,-0,0,0
1226,0,11.51,0,350,0,50,0,0,0,9.86366,112.552,-0,0,0
1227,0,11.18,0,350,0,50,0,0,0,9.86366,99.7977,-0,0,0
1228,0,10.85,45,350,0,50,42.2601,16.0731,0,0,88.6066,2.73991,0,0
1229,0,10.52,45,350,0,50,45,16.2,0,0,10.52,-0,0,0
1230,0,11.19,50,350,0,50,50,18,0,0,11.19,-0,0,0
1231,0,11.87,70,350,0,50,70,25.2,0,0,11.87,-0,0,0
1232,624.13,12.54,70,350,70,253.252,0,8.12681,368.475,0,12.54,-0,70,0
1233,741.35,13.53,100,350,100,231.669,0,14.1997,384.444,0,13.53,-0,100,0
1234,791.38,14.51,100,350,100,215.683,0,16.118,351.402,0,14.51,-0,100,0
1235,857.26,15.5,100,350,100,205.202,0,17.3757,330.293,0,15.5,-0,100,0
1236,144.48,15.95,90,350,90,89.1467,0,28.1722,52.3773,0,15.95,-0,90,0
1237,877.06,16.4,80,350,80,223.409,0,12.1528,337.921,0,16.4,-0,80,0
1238,630.89,16.85,47,350,47,286.166,0,3.60022,280.139,0,16.85,-0,47,0
1239,591.02,16.25,53,350,53,295.548,0,3.46313,306.487,0,16.25,-0,53,0
1240,781.49,15.64,79,350,79,311.512,0,3.64871,461.377,0,15.64,-0,79,0
1241,482.05,15.04,50,350,50,313.148,0,2.21113,311.921,0,15.04,-0,50,0
1242,0,14.52,20,350,0,50,20,7.2,0,0,14.52,-0,0,0
1243,0,14,0,350,0,50,0,0,0,0,14,-0,0,0
1244,0,13.49,0,350,0,50,0,0,0,0,13.49,-0,0,0
1245,0,13.02,0,350,0,50,0,0,0,0,13.02,-0,0,0
1246,0,12.55,0,350,0,50,0,0,0,0,12.55,-0,0,0
1247,0,12.08,0,350,0,50,0,0,0,0,12.08,-0,0,0
1248,0,11.54,0,350,0,50,0,0,0,0,12.08,0,0,0
1249,0,11,0,350,0,50,0,0,0,0,11,-0,0,0
1250,0,10.46,0,350,0,50,0,0,0,0,10.46,-0,0,0
1251,0,10.46,0,350,0,50,0,0,0,0,10.46,-0,0,0
1252,0,10.46,45,350,0,50,45,16.2,0,0,10.46,-0,0,0
1253,0,10.47,45,350,0,50,45,16.2,0,0,10.47,-0,0,0
1254,0,11.19,50,350,0,50,50,18,0,0,11.19,-0,0,0
1255,0,11.91,70,350,0,50,70,25.2,0,0,11.91,-0,0,0
1256,531.65,12.63,70,350,70,223.953,0,10.5879,314.873,0,12.63,-0,70,0
1257,626.55,13.61,100,350,100,204.479,0,17.4625,326.496,0,13.61,-0,100,0
1258,538.17,14.59,100,350,100,166.345,0,22.0386,240.686,0,14.59,-0,100,0
1259,826.46,15.58,100,350,100,196.373,0,18.4353,321.53,0,15.58,-0,100,0
1260,451.29,16.48,90,350,90,141.071,0,22.5643,165.404,0,16.48,-0,90,0
1261,497.04,17.39,80,350,80,157.329,0,18.4964,193.371,0,17.39,-0,80,0
1262,357.39,18.29,47,350,47,186.994,0,9.19354,159.835,0,18.29,-0,47,0
1263,391.98,17.29,53,350,53,211.34,0,8.81876,204.261,0,17.29,-0,53,0
1264,688.96,16.29,79,350,79,275.103,0,7.10022,408.04,0,16.29,-0,79,0
1265,555.12,15.29,50,350,50.2779,350,0,0,359.895,1.00049,153.661,0,50,0.277913
1266,0,14.1,20,350,0,50,20,7.2,0,1.00049,71.7949,-0,0,0
1267,0,12.91,0,350,0,50,0,0,0,1.00049,37.2533,-0,0,0
1268,0,11.72,0,350,0,50,0,0,0,1.00049,22.2756,-0,0,0
1269,0,11.1,0,350,0,50,0,0,0,1.00049,15.72,-0,0,0
1270,0,10.49,0,350,0,50,0,0,0,1.00049,12.6521,-0,0,0
1271,0,9.88,0,350,0,50,0,0,0,1.00049,11.026,-0,0,0
1272,0,9.16,0,350,0,50,0,0,0,1.00049,11.026,0,0,0
1273,0,8.45001,0,350,0,50,0,0,0,1.00049,9.51493,-0,0,0
1274,0,7.74001,0,350,0,50,0,0,0,1.00049,8.47377,-0,0,0
1275,0,7.33999,0,350,0,50,0,0,0,1.00049,7.8087,-0,0,0
1276,0,6.94,45,350,0,50,44.7221,16.2142,0,0,7.29912,0.277913,0,0
1277,0,6.54,45,350,0,50,45,16.2,0,0,6.54,-0,0,0
1278,0,7.95001,50,350,0,50,50,18,0,0,7.95001,-0,0,0
1279,0,9.36999,70,350,0,50,70,25.2,0,0,9.36999,-0,0,0
1280,568.22,10.78,70,350,70,236.416,0,9.54104,337.601,0,10.78,-0,70,0
1281,762.54,13.3,100,350,100,236.086,0,13.6697,399.301,0,13.3,-0,100,0
1282,874.22,15.81,100,350,100,233.766,0,13.948,393.788,0,15.81,-0,100,0
1283,927.45,18.33,100,350,100,221.285,0,15.4458,364.327,0,18.33,-0,100,0
1284,915.52,19.12,90,350,90,223.635,0,13.6474,339.228,0,19.12,-0,90,0
1285,914.13,19.91,80,350,80,250.478,0,9.55407,359.094,0,19.91,-0,80,0
1286,904.85,20.7,47,350,58.4439,350,0,0,407.586,41.1979,339.031,0,47,11.4439
1287,834.31,20.18,53,350,63.4325,350,0,0,436.884,78.755,338.523,0,53,10.4325
1288,703.34,19.66,79,350,79,296.932,0,5.03083,417.881,78.755,332.877,-0,79,0
1289,483.87,19.14,50,350,50,312.303,0,2.26179,314.305,78.755,327.322,-0,50,0
1290,0,16.87,20,350,0,50,20,7.2,0,78.755,321.825,-0,0,0
1291,0,14.6,0,350,0,50,0,0,0,78.755,316.385,-0,0,0
1292,0,12.33,0,350,0,50,0,0,0,78.755,311.001,-0,0,0
1293,0,11.31,0,350,0,50,0,0,0,78.755,305.695,-0,0,0
1294,0,10.29,0,350,0,50,0,0,0,78.755,300.464,-0,0,0
1295,0,9.27001,0,350,0,50,0,0,0,78.755,295.308,-0,0,0
1296,0,9.07,0,350,0,50,0,0,0,78.755,295.308,0,0,0
1297,0,8.86999,0,350,0,50,0,0,0,78.755,290.236,-0,0,0
1298,0,8.67001,0,350,0,50,0,0,0,78.755,285.25,-0,0,0
1299,0,8.48,0,350,0,50,0,0,0,78.755,280.35,-0,0,0
1300,0,8.29,45,350,0,50,23.1236,10.2794,0,0,275.532,21.8764,0,0
1301,0,8.1,45,350,0,50,45,16.2,0,0,8.1,-0,0,0
1302,0,9.72,50,350,0,50,50,18,0,0,9.72,-0,0,0
1303,0,11.34,70,350,0,50,70,25.2,0,0,11.34,-0,0,0
1304,560.68,12.96,70,350,70,234.544,0,9.69829,334.18,0,12.96,-0,70,0
1305,766.16,15.06,100,350,100,237.491,0,13.5011,403.158,0,15.06,-0,100,0
1306,845.56,17.16,100,350,100,229.691,0,14.4371,383.615,0,17.16,-0,100,0
1307,928.31,19.26,100,350,100,222.472,0,15.3033,368.197,0,19.26,-0,100,0
1308,916.47,19.89,90,350,90,225.604,0,13.4348,343.284,0,19.89,-0,90,0
1309,950.8,20.53,80,350,80,259.573,0,8.681,377.117,0,20.53,-0,80,0
1310,924.17,21.17,47,350,60.4475,350,0,0,419.279,48.4109,340.632,0,47,13.4475
1311,835.17,19.59,53,350,63.8748,350,0,0,439.472,87.56,339.632,0,53,10.8748
1312,733.8,18.02,79,350,79,306.443,0,4.12922,437.364,87.56,334.5,-0,79,0
1313,554.03,16.44,50,350,50.4035,350,0,0,360.568,89.0128,329.756,0,50,0.403548
1314,0,15.73,20,350,0,50,20,7.2,0,89.0128,324.827,-0,0,0
1315,0,15.02,0,350,0,50,0,0,0,89.0128,319.963,-0,0,0
1316,0,14.31,0,350,0,50,0,0,0,89.0128,315.165,-0,0,0
1317,0,12.67,0,350,0,50,0,0,0,89.0128,310.416,-0,0,0
1318,0,11.04,0,350,0,50,0,0,0,89.0128,305.717,-0,0,0
1319,0,9.41,0,350,0,50,0,0,0,89.0128,301.065,-0,0,0
1320,0,8.95999,0,350,0,50,0,0,0,89.0128,301.065,0,0,0
1321,0,8.52001,0,350,0,50,0,0,0,89.0128,296.473,-0,0,0
1322,0,8.08001,0,350,0,50,0,0,0,89.0128,291.946,-0,0,0
1323,0,7.70001,0,350,0,50,0,0,0,89.0128,287.483,-0,0,0
1324,0,7.32,45,350,0,50,20.2742,9.28414,0,0,283.085,24.7258,0,0
1325,0,6.95001,45,350,0,50,45,16.2,0,0,6.95001,-0,0,0
1326,0,8.89999,50,350,0,50,50,18,0,0,8.89999,-0,0,0
1327,0,10.84,70,350,0,50,70,25.2,0,0,10.84,-0,0,0
1328,567.15,12.79,70,350,70,237.242,0,9.47166,339.111,0,12.79,-0,70,0
1329,754.33,15.24,100,350,100,235.995,0,13.6806,398.874,0,15.24,-0,100,0
1330,847.29,17.69,100,350,100,231.006,0,14.2792,387.159,0,17.69,-0,100,0
1331,897.59,20.15,100,350,100,218.967,0,15.724,359.448,0,20.15,-0,100,0
1332,885.22,21.04,90,350,90,221.537,0,13.874,335.175,0,21.04,-0,90,0
1333,934.02,21.94,80,350,80,257.563,0,8.87394,374.037,0,21.94,-0,80,0
1334,925.57,22.84,47,350,61.0809,350,0,0,422.928,50.6912,341.087,0,47,14.0809
1335,837.98,22.06,53,350,64.5141,350,0,0,443.107,92.1421,340.195,0,53,11.5141
1336,736.66,21.28,79,350,79,307.953,0,3.98601,440.465,92.1421,335.356,-0,79,0
1337,543.15,20.5,50,350,50,340.707,0,0.557559,354.161,92.1421,330.579,-0,50,0
1338,0,17.99,20,350,0,50,20,7.2,0,92.1421,325.836,-0,0,0
1339,0,15.47,0,350,0,50,0,0,0,92.1421,321.127,-0,0,0
1340,0,12.96,0,350,0,50,0,0,0,92.1421,316.451,-0,0,0
1341,0,11.89,0,350,0,50,0,0,0,92.1421,311.83,-0,0,0
1342,0,10.82,0,350,0,50,0,0,0,92.1421,307.262,-0,0,0
1343,0,9.74999,0,350,0,50,0,0,0,92.1421,302.748,-0,0,0
1344,0,9.44,0,350,0,50,0,0,0,92.1421,302.748,0,0,0
1345,0,9.14001,0,350,0,50,0,0,0,92.1421,298.293,-0,0,0
1346,0,8.83001,0,350,0,50,0,0,0,92.1421,293.901,-0,0,0
